trial_nr	onset	event_type	phase	response	nr_frames	movie_index	movie_duration	movie_file	onset_abs	duration
0	0.06940070900600404	stim	0		198				17.57747666700743	1.6866487079532817
0	1.7409269589697942	response	0	space					19.24900291697122	
1	1.7560494169592857	stim	0		120				19.264125374960713	1.044818958034739
1	2.786759209004231	pulse	0	t					20.294835167005658	
1	2.8008683749940246	stim	1		117				20.308944332995452	1.0159075000556186
2	3.816775875049643	fix_pre	0		0	0.0	3.0	/Users/shufanzhang/Documents/PhD/Arrow_of_time/hcp_movie_eyetracking-main/movs/MomentsInTime/groups/group4/final_videos2/1_S_yt-zKnjBBYWe90_369.mp4	21.32485183305107	0.002430249936878681
2	3.819206124986522	movie	1		346	0.0	3.0	/Users/shufanzhang/Documents/PhD/Arrow_of_time/hcp_movie_eyetracking-main/movs/MomentsInTime/groups/group4/final_videos2/1_S_yt-zKnjBBYWe90_369.mp4	21.32728208298795	2.9908760839607567
2	6.810082208947279	fix_post	2		88	0.0	3.0	/Users/shufanzhang/Documents/PhD/Arrow_of_time/hcp_movie_eyetracking-main/movs/MomentsInTime/groups/group4/final_videos2/1_S_yt-zKnjBBYWe90_369.mp4	24.318158166948706	0.7395621250616387
3	7.549644334008917	fix_pre	0		0	1.0	3.0	/Users/shufanzhang/Documents/PhD/Arrow_of_time/hcp_movie_eyetracking-main/movs/MomentsInTime/groups/group4/final_videos2/1_S_R_yt-r2jZ0zZrqzQ_45.mp4	25.057720292010345	0.0014654999831691384
3	7.551109833992086	movie	1		361	1.0	3.0	/Users/shufanzhang/Documents/PhD/Arrow_of_time/hcp_movie_eyetracking-main/movs/MomentsInTime/groups/group4/final_videos2/1_S_R_yt-r2jZ0zZrqzQ_45.mp4	25.059185791993514	3.009027041029185
3	10.560136875021271	fix_post	2		89	1.0	3.0	/Users/shufanzhang/Documents/PhD/Arrow_of_time/hcp_movie_eyetracking-main/movs/MomentsInTime/groups/group4/final_videos2/1_S_R_yt-r2jZ0zZrqzQ_45.mp4	28.0682128330227	0.7397106669377536
4	11.299847541959025	fix_pre	0		0	2.0	3.0	/Users/shufanzhang/Documents/PhD/Arrow_of_time/hcp_movie_eyetracking-main/movs/MomentsInTime/groups/group4/final_videos2/1_S_yt-HwEfWfFJhRo_126.mp4	28.807923499960452	0.0014673330588266253
4	11.301314875017852	movie	1		355	2.0	3.0	/Users/shufanzhang/Documents/PhD/Arrow_of_time/hcp_movie_eyetracking-main/movs/MomentsInTime/groups/group4/final_videos2/1_S_yt-HwEfWfFJhRo_126.mp4	28.80939083301928	3.004685541964136
4	14.306000416981988	fix_post	2		74	2.0	3.0	/Users/shufanzhang/Documents/PhD/Arrow_of_time/hcp_movie_eyetracking-main/movs/MomentsInTime/groups/group4/final_videos2/1_S_yt-HwEfWfFJhRo_126.mp4	31.814076374983415	0.7491135830059648
5	15.055113999987952	fix_pre	0		0	3.0	3.0	/Users/shufanzhang/Documents/PhD/Arrow_of_time/hcp_movie_eyetracking-main/movs/MomentsInTime/groups/group4/final_videos2/2_S_R_yt-utYnOeoj2Rw_3.mp4	32.56318995798938	0.0015342090046033263
5	15.056648208992556	movie	1		360	3.0	3.0	/Users/shufanzhang/Documents/PhD/Arrow_of_time/hcp_movie_eyetracking-main/movs/MomentsInTime/groups/group4/final_videos2/2_S_R_yt-utYnOeoj2Rw_3.mp4	32.56472416699398	3.0033868750324473
5	18.060035084025003	fix_post	2		88	3.0	3.0	/Users/shufanzhang/Documents/PhD/Arrow_of_time/hcp_movie_eyetracking-main/movs/MomentsInTime/groups/group4/final_videos2/2_S_R_yt-utYnOeoj2Rw_3.mp4	35.56811104202643	0.7499622909817845
6	18.809997375006787	fix_pre	0		0	4.0	3.0	/Users/shufanzhang/Documents/PhD/Arrow_of_time/hcp_movie_eyetracking-main/movs/MomentsInTime/groups/group4/final_videos2/2_S_yt-Wf-RauSbVgA_56.mp4	36.318073333008215	0.0015514999395236373
6	18.81154887494631	movie	1		355	4.0	3.0	/Users/shufanzhang/Documents/PhD/Arrow_of_time/hcp_movie_eyetracking-main/movs/MomentsInTime/groups/group4/final_videos2/2_S_yt-Wf-RauSbVgA_56.mp4	36.31962483294774	2.9901519590057433
6	21.801700833952054	fix_post	2		87	4.0	3.0	/Users/shufanzhang/Documents/PhD/Arrow_of_time/hcp_movie_eyetracking-main/movs/MomentsInTime/groups/group4/final_videos2/2_S_yt-Wf-RauSbVgA_56.mp4	39.30977679195348	0.7546427909983322
7	22.556343624950387	fix_pre	0		0	5.0	3.0	/Users/shufanzhang/Documents/PhD/Arrow_of_time/hcp_movie_eyetracking-main/movs/MomentsInTime/groups/group4/final_videos2/2_S_yt-C0INfEJ4Awk_53.mp4	40.064419582951814	0.003688667085953057
7	22.56003229203634	movie	1		348	5.0	3.0	/Users/shufanzhang/Documents/PhD/Arrow_of_time/hcp_movie_eyetracking-main/movs/MomentsInTime/groups/group4/final_videos2/2_S_yt-C0INfEJ4Awk_53.mp4	40.06810825003777	2.9958914999151602
7	25.5559237919515	fix_post	2		88	5.0	3.0	/Users/shufanzhang/Documents/PhD/Arrow_of_time/hcp_movie_eyetracking-main/movs/MomentsInTime/groups/group4/final_videos2/2_S_yt-C0INfEJ4Awk_53.mp4	43.06399974995293	0.7450705000665039
8	26.300994292018004	fix_pre	0		0	6.0	3.0	/Users/shufanzhang/Documents/PhD/Arrow_of_time/hcp_movie_eyetracking-main/movs/MomentsInTime/groups/group4/final_videos2/1_S_R_yt-kNZUFy3cbjQ_9.mp4	43.80907025001943	0.0011551249772310257
8	26.302149416995235	movie	1		343	6.0	3.0	/Users/shufanzhang/Documents/PhD/Arrow_of_time/hcp_movie_eyetracking-main/movs/MomentsInTime/groups/group4/final_videos2/1_S_R_yt-kNZUFy3cbjQ_9.mp4	43.81022537499666	3.0121463329996914
8	29.314295749994926	fix_post	2		59	6.0	3.0	/Users/shufanzhang/Documents/PhD/Arrow_of_time/hcp_movie_eyetracking-main/movs/MomentsInTime/groups/group4/final_videos2/1_S_R_yt-kNZUFy3cbjQ_9.mp4	46.82237170799635	0.7375948340632021
9	30.05189058405813	fix_pre	0		0	7.0	3.0	/Users/shufanzhang/Documents/PhD/Arrow_of_time/hcp_movie_eyetracking-main/movs/MomentsInTime/groups/group4/final_videos2/1_S_R_yt-Ub5Xx5BqIOk_74.mp4	47.559966542059556	0.0017892079195007682
9	30.05367979197763	movie	1		358	7.0	3.0	/Users/shufanzhang/Documents/PhD/Arrow_of_time/hcp_movie_eyetracking-main/movs/MomentsInTime/groups/group4/final_videos2/1_S_R_yt-Ub5Xx5BqIOk_74.mp4	47.561755749979056	2.9921630420722067
9	33.045842834049836	fix_post	2		89	7.0	3.0	/Users/shufanzhang/Documents/PhD/Arrow_of_time/hcp_movie_eyetracking-main/movs/MomentsInTime/groups/group4/final_videos2/1_S_R_yt-Ub5Xx5BqIOk_74.mp4	50.55391879205126	0.7505754579324275
10	33.79641829198226	fix_pre	0		0	8.0	3.0	/Users/shufanzhang/Documents/PhD/Arrow_of_time/hcp_movie_eyetracking-main/movs/MomentsInTime/groups/group4/final_videos2/1_S_yt-r2jZ0zZrqzQ_45.mp4	51.30449424998369	0.001460124971345067
10	33.79787841695361	movie	1		356	8.0	3.0	/Users/shufanzhang/Documents/PhD/Arrow_of_time/hcp_movie_eyetracking-main/movs/MomentsInTime/groups/group4/final_videos2/1_S_yt-r2jZ0zZrqzQ_45.mp4	51.305954374955036	3.0121374170994386
10	36.81001583405305	fix_post	2		86	8.0	3.0	/Users/shufanzhang/Documents/PhD/Arrow_of_time/hcp_movie_eyetracking-main/movs/MomentsInTime/groups/group4/final_videos2/1_S_yt-r2jZ0zZrqzQ_45.mp4	54.318091792054474	0.7501640409464017
11	37.56017987499945	fix_pre	0		0	9.0	3.0	/Users/shufanzhang/Documents/PhD/Arrow_of_time/hcp_movie_eyetracking-main/movs/MomentsInTime/groups/group4/final_videos2/1_S_R_yt-JpOBXV46TLE_124.mp4	55.068255833000876	0.001802584039978683
11	37.56198245903943	movie	1		355	9.0	3.0	/Users/shufanzhang/Documents/PhD/Arrow_of_time/hcp_movie_eyetracking-main/movs/MomentsInTime/groups/group4/final_videos2/1_S_R_yt-JpOBXV46TLE_124.mp4	55.070058417040855	2.9939077500021085
11	40.555890209041536	fix_post	2		90	9.0	3.0	/Users/shufanzhang/Documents/PhD/Arrow_of_time/hcp_movie_eyetracking-main/movs/MomentsInTime/groups/group4/final_videos2/1_S_R_yt-JpOBXV46TLE_124.mp4	58.06396616704296	0.7467976659536362
