trial_nr	onset	event_type	phase	response	nr_frames	movie_index	movie_duration	movie_file	onset_abs	duration
0	0.03689683400443755	stim	0		140				14.408186543005286	1.1771878330036998
0	1.2085526250011753	response	0	space					15.579842334002024	
1	1.2140846670081373	stim	0		156				15.585374376008986	1.2899766670016106
1	2.4897701250156388	pulse	0	t					16.861059834016487	
1	2.504061334009748	stim	1		48				16.875351043010596	0.4014322080183774
2	2.9054935420281254	fix_pre	0		120	0.0	2.0	/Users/shufanzhang/Documents/PhD/Arrow_of_time/hcp_movie_eyetracking-main/movs/MomentsInTime/groups/group3/final_videos/1_S_yt-8gaLZxx-q50_142.mp4	17.276783251028974	0.9980438749771565
2	3.903537417005282	movie	1		241	0.0	2.0	/Users/shufanzhang/Documents/PhD/Arrow_of_time/hcp_movie_eyetracking-main/movs/MomentsInTime/groups/group3/final_videos/1_S_yt-8gaLZxx-q50_142.mp4	18.27482712600613	2.011138750007376
2	5.914676167012658	fix_post	2		119	0.0	2.0	/Users/shufanzhang/Documents/PhD/Arrow_of_time/hcp_movie_eyetracking-main/movs/MomentsInTime/groups/group3/final_videos/1_S_yt-8gaLZxx-q50_142.mp4	20.285965876013506	0.9931766249937937
3	6.907852792006452	fix_pre	0		119	1.0	2.0	/Users/shufanzhang/Documents/PhD/Arrow_of_time/hcp_movie_eyetracking-main/movs/MomentsInTime/groups/group3/final_videos/1_S_R_yt-P2RwcXMKIbQ_1.mp4	21.2791425010073	0.9952885830134619
3	7.9031413750199135	movie	1		241	1.0	2.0	/Users/shufanzhang/Documents/PhD/Arrow_of_time/hcp_movie_eyetracking-main/movs/MomentsInTime/groups/group3/final_videos/1_S_R_yt-P2RwcXMKIbQ_1.mp4	22.27443108402076	1.9989117090008222
3	9.902053084020736	fix_post	2		120	1.0	2.0	/Users/shufanzhang/Documents/PhD/Arrow_of_time/hcp_movie_eyetracking-main/movs/MomentsInTime/groups/group3/final_videos/1_S_R_yt-P2RwcXMKIbQ_1.mp4	24.273342793021584	1.00617616600357
4	10.908229250024306	fix_pre	0		120	2.0	2.0	/Users/shufanzhang/Documents/PhD/Arrow_of_time/hcp_movie_eyetracking-main/movs/MomentsInTime/groups/group3/final_videos/2_S_yt-e1RAhIW6WAs_535.mp4	25.279518959025154	0.9952601669938304
4	11.903489417018136	movie	1		241	2.0	2.0	/Users/shufanzhang/Documents/PhD/Arrow_of_time/hcp_movie_eyetracking-main/movs/MomentsInTime/groups/group3/final_videos/2_S_yt-e1RAhIW6WAs_535.mp4	26.274779126018984	2.0067411249910947
4	13.91023054200923	fix_post	2		119	2.0	2.0	/Users/shufanzhang/Documents/PhD/Arrow_of_time/hcp_movie_eyetracking-main/movs/MomentsInTime/groups/group3/final_videos/2_S_yt-e1RAhIW6WAs_535.mp4	28.28152025101008	0.9935083329910412
5	14.903738875000272	fix_pre	0		121	3.0	2.0	/Users/shufanzhang/Documents/PhD/Arrow_of_time/hcp_movie_eyetracking-main/movs/MomentsInTime/groups/group3/final_videos/1_S_yt-jcuaf9iSEkI_169.mp4	29.27502858400112	1.0113896670227405
5	15.915128542023012	movie	1		240	3.0	2.0	/Users/shufanzhang/Documents/PhD/Arrow_of_time/hcp_movie_eyetracking-main/movs/MomentsInTime/groups/group3/final_videos/1_S_yt-jcuaf9iSEkI_169.mp4	30.28641825102386	1.9959274579887278
5	17.91105600001174	fix_post	2		120	3.0	2.0	/Users/shufanzhang/Documents/PhD/Arrow_of_time/hcp_movie_eyetracking-main/movs/MomentsInTime/groups/group3/final_videos/1_S_yt-jcuaf9iSEkI_169.mp4	32.28234570901259	1.002288541989401
6	18.91334454200114	fix_pre	0		120	4.0	2.0	/Users/shufanzhang/Documents/PhD/Arrow_of_time/hcp_movie_eyetracking-main/movs/MomentsInTime/groups/group3/final_videos/2_S_R_yt-sPhtPyQM00c_106.mp4	33.28463425100199	1.0010781669989228
6	19.914422709000064	movie	1		239	4.0	2.0	/Users/shufanzhang/Documents/PhD/Arrow_of_time/hcp_movie_eyetracking-main/movs/MomentsInTime/groups/group3/final_videos/2_S_R_yt-sPhtPyQM00c_106.mp4	34.28571241800091	1.9968995000235736
6	21.911322209023638	fix_post	2		121	4.0	2.0	/Users/shufanzhang/Documents/PhD/Arrow_of_time/hcp_movie_eyetracking-main/movs/MomentsInTime/groups/group3/final_videos/2_S_R_yt-sPhtPyQM00c_106.mp4	36.282611918024486	1.0047874999872874
7	22.916109709010925	fix_pre	0		120	5.0	2.0	/Users/shufanzhang/Documents/PhD/Arrow_of_time/hcp_movie_eyetracking-main/movs/MomentsInTime/groups/group3/final_videos/1_S_R_yt-ph1AkIToO4E_46.mp4	37.28739941801177	1.001229332992807
7	23.917339042003732	movie	1		240	5.0	2.0	/Users/shufanzhang/Documents/PhD/Arrow_of_time/hcp_movie_eyetracking-main/movs/MomentsInTime/groups/group3/final_videos/1_S_R_yt-ph1AkIToO4E_46.mp4	38.28862875100458	1.9948314579960424
7	25.912170499999775	fix_post	2		119	5.0	2.0	/Users/shufanzhang/Documents/PhD/Arrow_of_time/hcp_movie_eyetracking-main/movs/MomentsInTime/groups/group3/final_videos/1_S_R_yt-ph1AkIToO4E_46.mp4	40.28346020900062	1.0020837920019403
8	26.914254292001715	fix_pre	0		120	6.0	2.0	/Users/shufanzhang/Documents/PhD/Arrow_of_time/hcp_movie_eyetracking-main/movs/MomentsInTime/groups/group3/final_videos/1_S_R_yt-4GDusA21cEA_170.mp4	41.28554400100256	0.9885457080090418
8	27.902800000010757	movie	1		241	6.0	2.0	/Users/shufanzhang/Documents/PhD/Arrow_of_time/hcp_movie_eyetracking-main/movs/MomentsInTime/groups/group3/final_videos/1_S_R_yt-4GDusA21cEA_170.mp4	42.274089709011605	2.010129208996659
8	29.912929209007416	fix_post	2		120	6.0	2.0	/Users/shufanzhang/Documents/PhD/Arrow_of_time/hcp_movie_eyetracking-main/movs/MomentsInTime/groups/group3/final_videos/1_S_R_yt-4GDusA21cEA_170.mp4	44.284218918008264	1.0020139160042163
9	30.914943125011632	fix_pre	0		119	7.0	2.0	/Users/shufanzhang/Documents/PhD/Arrow_of_time/hcp_movie_eyetracking-main/movs/MomentsInTime/groups/group3/final_videos/2_S_R_yt-mWL9DHq4eRI_501.mp4	45.28623283401248	0.9876200839935336
9	31.902563209005166	movie	1		241	7.0	2.0	/Users/shufanzhang/Documents/PhD/Arrow_of_time/hcp_movie_eyetracking-main/movs/MomentsInTime/groups/group3/final_videos/2_S_R_yt-mWL9DHq4eRI_501.mp4	46.273852918006014	2.0092985829978716
9	33.91186179200304	fix_post	2		120	7.0	2.0	/Users/shufanzhang/Documents/PhD/Arrow_of_time/hcp_movie_eyetracking-main/movs/MomentsInTime/groups/group3/final_videos/2_S_R_yt-mWL9DHq4eRI_501.mp4	48.283151501003886	1.003258167009335
10	34.91511995901237	fix_pre	0		119	8.0	2.0	/Users/shufanzhang/Documents/PhD/Arrow_of_time/hcp_movie_eyetracking-main/movs/MomentsInTime/groups/group3/final_videos/2_S_yt-7bSTxOajpjc_58.mp4	49.28640966801322	0.9875856660073623
10	35.902705625019735	movie	1		240	8.0	2.0	/Users/shufanzhang/Documents/PhD/Arrow_of_time/hcp_movie_eyetracking-main/movs/MomentsInTime/groups/group3/final_videos/2_S_yt-7bSTxOajpjc_58.mp4	50.27399533402058	1.9993855000066105
10	37.902091125026345	fix_post	2		120	8.0	2.0	/Users/shufanzhang/Documents/PhD/Arrow_of_time/hcp_movie_eyetracking-main/movs/MomentsInTime/groups/group3/final_videos/2_S_yt-7bSTxOajpjc_58.mp4	52.27338083402719	1.001140124979429
11	38.903231250005774	fix_pre	0		120	9.0	2.0	/Users/shufanzhang/Documents/PhD/Arrow_of_time/hcp_movie_eyetracking-main/movs/MomentsInTime/groups/group3/final_videos/1_S_yt-kINZMjys3O4_112.mp4	53.27452095900662	1.0030204170034267
11	39.9062516670092	movie	1		241	9.0	2.0	/Users/shufanzhang/Documents/PhD/Arrow_of_time/hcp_movie_eyetracking-main/movs/MomentsInTime/groups/group3/final_videos/1_S_yt-kINZMjys3O4_112.mp4	54.27754137601005	2.0041583749989513
11	41.91041004200815	fix_post	2		119	9.0	2.0	/Users/shufanzhang/Documents/PhD/Arrow_of_time/hcp_movie_eyetracking-main/movs/MomentsInTime/groups/group3/final_videos/1_S_yt-kINZMjys3O4_112.mp4	56.281699751009	0.9915143749967683
