trial_nr	onset	event_type	phase	response	nr_frames	movie_index	movie_duration	movie_file	onset_abs	duration
0	0.01371020800434053	stim	0		137				12.422198415995808	1.1423017920169514
0	1.151013958005933	response	0	space					13.5595021659974	
1	1.156012000021292	stim	0		261				13.56450020801276	2.1690377919876482
1	3.317878333007684	pulse	0	t					15.726366540999152	
1	3.32504979200894	stim	1		50				15.733538000000408	0.4079734160040971
2	3.733023208013037	fix_pre	0		119	0.0	2.0	/Users/shufanzhang/Documents/PhD/Arrow_of_time/hcp_movie_eyetracking-main/movs/MomentsInTime/groups/group2/final_videos/2_S_yt-EgsLlKJmzeY_60.mp4	16.141511416004505	1.0035808339889627
2	4.736604042002	movie	1		240	0.0	2.0	/Users/shufanzhang/Documents/PhD/Arrow_of_time/hcp_movie_eyetracking-main/movs/MomentsInTime/groups/group2/final_videos/2_S_yt-EgsLlKJmzeY_60.mp4	17.145092249993468	1.988876125018578
2	6.725480167020578	fix_post	2		121	0.0	2.0	/Users/shufanzhang/Documents/PhD/Arrow_of_time/hcp_movie_eyetracking-main/movs/MomentsInTime/groups/group2/final_videos/2_S_yt-EgsLlKJmzeY_60.mp4	19.133968375012046	1.0115089579776395
3	7.7369891249982174	fix_pre	0		119	1.0	2.0	/Users/shufanzhang/Documents/PhD/Arrow_of_time/hcp_movie_eyetracking-main/movs/MomentsInTime/groups/group2/final_videos/1_S_R_yt-w_e3sxIzepA_115.mp4	20.145477332989685	0.9937298330187332
3	8.73071895801695	movie	1		240	1.0	2.0	/Users/shufanzhang/Documents/PhD/Arrow_of_time/hcp_movie_eyetracking-main/movs/MomentsInTime/groups/group2/final_videos/1_S_R_yt-w_e3sxIzepA_115.mp4	21.13920716600842	1.9930426249920856
3	10.723761583009036	fix_post	2		121	1.0	2.0	/Users/shufanzhang/Documents/PhD/Arrow_of_time/hcp_movie_eyetracking-main/movs/MomentsInTime/groups/group2/final_videos/1_S_R_yt-w_e3sxIzepA_115.mp4	23.132249791000504	1.0148297089908738
4	11.73859129199991	fix_pre	0		120	2.0	2.0	/Users/shufanzhang/Documents/PhD/Arrow_of_time/hcp_movie_eyetracking-main/movs/MomentsInTime/groups/group2/final_videos/1_S_R_yt-mRvsz7x-q9g_90.mp4	24.147079499991378	1.005733666010201
4	12.744324958010111	movie	1		240	2.0	2.0	/Users/shufanzhang/Documents/PhD/Arrow_of_time/hcp_movie_eyetracking-main/movs/MomentsInTime/groups/group2/final_videos/1_S_R_yt-mRvsz7x-q9g_90.mp4	25.15281316600158	1.9894297920109238
4	14.733754750021035	fix_post	2		119	2.0	2.0	/Users/shufanzhang/Documents/PhD/Arrow_of_time/hcp_movie_eyetracking-main/movs/MomentsInTime/groups/group2/final_videos/1_S_R_yt-mRvsz7x-q9g_90.mp4	27.142242958012503	0.9952897499897517
5	15.729044500010787	fix_pre	0		121	3.0	2.0	/Users/shufanzhang/Documents/PhD/Arrow_of_time/hcp_movie_eyetracking-main/movs/MomentsInTime/groups/group2/final_videos/1_S_yt-n_Nd9wu2Bv0_126.mp4	28.137532708002254	1.008215250010835
5	16.73725975002162	movie	1		240	3.0	2.0	/Users/shufanzhang/Documents/PhD/Arrow_of_time/hcp_movie_eyetracking-main/movs/MomentsInTime/groups/group2/final_videos/1_S_yt-n_Nd9wu2Bv0_126.mp4	29.14574795801309	2.0001222919963766
5	18.737382042017998	fix_post	2		119	3.0	2.0	/Users/shufanzhang/Documents/PhD/Arrow_of_time/hcp_movie_eyetracking-main/movs/MomentsInTime/groups/group2/final_videos/1_S_yt-n_Nd9wu2Bv0_126.mp4	31.145870250009466	0.9914940829912666
6	19.728876125009265	fix_pre	0		120	4.0	2.0	/Users/shufanzhang/Documents/PhD/Arrow_of_time/hcp_movie_eyetracking-main/movs/MomentsInTime/groups/group2/final_videos/2_S_R_yt-ZdXwVfF6T-s_25.mp4	32.13736433300073	0.9953827080025803
6	20.724258833011845	movie	1		241	4.0	2.0	/Users/shufanzhang/Documents/PhD/Arrow_of_time/hcp_movie_eyetracking-main/movs/MomentsInTime/groups/group2/final_videos/2_S_R_yt-ZdXwVfF6T-s_25.mp4	33.13274704100331	2.0138191249861848
6	22.73807795799803	fix_post	2		120	4.0	2.0	/Users/shufanzhang/Documents/PhD/Arrow_of_time/hcp_movie_eyetracking-main/movs/MomentsInTime/groups/group2/final_videos/2_S_R_yt-ZdXwVfF6T-s_25.mp4	35.1465661659895	0.9985864170012064
7	23.736664374999236	fix_pre	0		119	5.0	2.0	/Users/shufanzhang/Documents/PhD/Arrow_of_time/hcp_movie_eyetracking-main/movs/MomentsInTime/groups/group2/final_videos/1_S_R_yt-rqYMMAU_GJs_91.mp4	36.145152582990704	0.9917339170060586
7	24.728398292005295	movie	1		241	5.0	2.0	/Users/shufanzhang/Documents/PhD/Arrow_of_time/hcp_movie_eyetracking-main/movs/MomentsInTime/groups/group2/final_videos/1_S_R_yt-rqYMMAU_GJs_91.mp4	37.13688649999676	2.0046592080034316
7	26.733057500008726	fix_post	2		119	5.0	2.0	/Users/shufanzhang/Documents/PhD/Arrow_of_time/hcp_movie_eyetracking-main/movs/MomentsInTime/groups/group2/final_videos/1_S_R_yt-rqYMMAU_GJs_91.mp4	39.141545708000194	0.9945169170096051
8	27.72757441701833	fix_pre	0		120	6.0	2.0	/Users/shufanzhang/Documents/PhD/Arrow_of_time/hcp_movie_eyetracking-main/movs/MomentsInTime/groups/group2/final_videos/1_S_yt-QJHe-CoK4iI_170.mp4	40.1360626250098	0.9996029580070172
8	28.72717737502535	movie	1		240	6.0	2.0	/Users/shufanzhang/Documents/PhD/Arrow_of_time/hcp_movie_eyetracking-main/movs/MomentsInTime/groups/group2/final_videos/1_S_yt-QJHe-CoK4iI_170.mp4	41.13566558301682	1.9975819169776514
8	30.724759292003	fix_post	2		121	6.0	2.0	/Users/shufanzhang/Documents/PhD/Arrow_of_time/hcp_movie_eyetracking-main/movs/MomentsInTime/groups/group2/final_videos/1_S_yt-QJHe-CoK4iI_170.mp4	43.13324749999447	1.0113962080213241
9	31.736155500024324	fix_pre	0		24	7.0	2.0	/Users/shufanzhang/Documents/PhD/Arrow_of_time/hcp_movie_eyetracking-main/movs/MomentsInTime/groups/group2/final_videos/1_S_flickr-clarkstonscamp-4863427159_1.mp4	44.14464370801579	0.20722454198403284
