trial_nr	onset	event_type	phase	response	nr_frames	movie_index	movie_duration	movie_file	onset_abs	duration
0	0.05722220800817013	stim	0		1674				13.519270415999927	14.234169624978676
0	14.28300445806235	response	0	space					27.745052666054107	
1	14.291391832986847	stim	0		248				27.753440040978603	2.1854562090011314
1	16.468687125016004	pulse	0	t					29.93073533300776	
1	16.476848041987978	stim	1		49				29.938896249979734	0.4143352910177782
2	16.891183333005756	fix_pre	0		119	0.0	2.0	/Users/shufanzhang/Documents/PhD/Arrow_of_time/hcp_movie_eyetracking-main/movs/MomentsInTime/groups/group2/final_videos/1_S_59eT4XDXNno_25.mp4	30.353231540997513	0.9987709589768201
2	17.889954291982576	movie	1		236	0.0	2.0	/Users/shufanzhang/Documents/PhD/Arrow_of_time/hcp_movie_eyetracking-main/movs/MomentsInTime/groups/group2/final_videos/1_S_59eT4XDXNno_25.mp4	31.352002499974333	1.9928959580138326
2	19.88285024999641	fix_post	2		117	0.0	2.0	/Users/shufanzhang/Documents/PhD/Arrow_of_time/hcp_movie_eyetracking-main/movs/MomentsInTime/groups/group2/final_videos/1_S_59eT4XDXNno_25.mp4	33.344898457988165	0.993910750024952
3	20.87676100002136	fix_pre	0		119	1.0	2.0	/Users/shufanzhang/Documents/PhD/Arrow_of_time/hcp_movie_eyetracking-main/movs/MomentsInTime/groups/group2/final_videos/2_S_yt-Id-f63kUHsE_20.mp4	34.33880920801312	1.0182380829937756
3	21.894999083015136	movie	1		240	1.0	2.0	/Users/shufanzhang/Documents/PhD/Arrow_of_time/hcp_movie_eyetracking-main/movs/MomentsInTime/groups/group2/final_videos/2_S_yt-Id-f63kUHsE_20.mp4	35.35704729100689	1.9885982499690726
3	23.88359733298421	fix_post	2		118	1.0	2.0	/Users/shufanzhang/Documents/PhD/Arrow_of_time/hcp_movie_eyetracking-main/movs/MomentsInTime/groups/group2/final_videos/2_S_yt-Id-f63kUHsE_20.mp4	37.345645540975966	0.9958702090661973
4	24.879467542050406	fix_pre	0		119	2.0	2.0	/Users/shufanzhang/Documents/PhD/Arrow_of_time/hcp_movie_eyetracking-main/movs/MomentsInTime/groups/group2/final_videos/1_S_yt-ChAhBD9LrsU_223.mp4	38.34151575004216	1.0047420000191778
4	25.884209542069584	movie	1		235	2.0	2.0	/Users/shufanzhang/Documents/PhD/Arrow_of_time/hcp_movie_eyetracking-main/movs/MomentsInTime/groups/group2/final_videos/1_S_yt-ChAhBD9LrsU_223.mp4	39.34625775006134	2.0002302079228684
4	27.884439749992453	fix_post	2		119	2.0	2.0	/Users/shufanzhang/Documents/PhD/Arrow_of_time/hcp_movie_eyetracking-main/movs/MomentsInTime/groups/group2/final_videos/1_S_yt-ChAhBD9LrsU_223.mp4	41.34648795798421	0.9934689999790862
5	28.87790874997154	fix_pre	0		118	3.0	2.0	/Users/shufanzhang/Documents/PhD/Arrow_of_time/hcp_movie_eyetracking-main/movs/MomentsInTime/groups/group2/final_videos/1_S_R_yt-2V2tq9-O_Nc_1669.mp4	42.339956957963295	1.014577167108655
5	29.892485917080194	movie	1		238	3.0	2.0	/Users/shufanzhang/Documents/PhD/Arrow_of_time/hcp_movie_eyetracking-main/movs/MomentsInTime/groups/group2/final_videos/1_S_R_yt-2V2tq9-O_Nc_1669.mp4	43.35453412507195	1.9898443749407306
5	31.882330292020924	fix_post	2		119	3.0	2.0	/Users/shufanzhang/Documents/PhD/Arrow_of_time/hcp_movie_eyetracking-main/movs/MomentsInTime/groups/group2/final_videos/1_S_R_yt-2V2tq9-O_Nc_1669.mp4	45.34437850001268	1.0045994999818504
6	32.886929792002775	fix_pre	0		119	4.0	2.0	/Users/shufanzhang/Documents/PhD/Arrow_of_time/hcp_movie_eyetracking-main/movs/MomentsInTime/groups/group2/final_videos/2_S_yt-ZBk_XFb5PGo_25.mp4	46.34897799999453	1.0060998330591246
6	33.8930296250619	movie	1		237	4.0	2.0	/Users/shufanzhang/Documents/PhD/Arrow_of_time/hcp_movie_eyetracking-main/movs/MomentsInTime/groups/group2/final_videos/2_S_yt-ZBk_XFb5PGo_25.mp4	47.355077833053656	1.985587166971527
6	35.87861679203343	fix_post	2		119	4.0	2.0	/Users/shufanzhang/Documents/PhD/Arrow_of_time/hcp_movie_eyetracking-main/movs/MomentsInTime/groups/group2/final_videos/2_S_yt-ZBk_XFb5PGo_25.mp4	49.34066500002518	1.011364083038643
7	36.88998087507207	fix_pre	0		116	5.0	2.0	/Users/shufanzhang/Documents/PhD/Arrow_of_time/hcp_movie_eyetracking-main/movs/MomentsInTime/groups/group2/final_videos/1_S_yt-3E02UEHdoZ4_752.mp4	50.352029083063826	1.00612683291547
7	37.89610770798754	movie	1		240	5.0	2.0	/Users/shufanzhang/Documents/PhD/Arrow_of_time/hcp_movie_eyetracking-main/movs/MomentsInTime/groups/group2/final_videos/1_S_yt-3E02UEHdoZ4_752.mp4	51.358155915979296	1.9920724590774626
7	39.888180167065	fix_post	2		120	5.0	2.0	/Users/shufanzhang/Documents/PhD/Arrow_of_time/hcp_movie_eyetracking-main/movs/MomentsInTime/groups/group2/final_videos/1_S_yt-3E02UEHdoZ4_752.mp4	53.35022837505676	0.9961842079646885
8	40.88436437502969	fix_pre	0		120	6.0	2.0	/Users/shufanzhang/Documents/PhD/Arrow_of_time/hcp_movie_eyetracking-main/movs/MomentsInTime/groups/group2/final_videos/2_S_R_yt-I2n2eo2zoZs_133.mp4	54.34641258302145	1.0196837920229882
8	41.90404816705268	movie	1		239	6.0	2.0	/Users/shufanzhang/Documents/PhD/Arrow_of_time/hcp_movie_eyetracking-main/movs/MomentsInTime/groups/group2/final_videos/2_S_R_yt-I2n2eo2zoZs_133.mp4	55.366096375044435	1.9846539159771055
8	43.888702083029784	fix_post	2		120	6.0	2.0	/Users/shufanzhang/Documents/PhD/Arrow_of_time/hcp_movie_eyetracking-main/movs/MomentsInTime/groups/group2/final_videos/2_S_R_yt-I2n2eo2zoZs_133.mp4	57.35075029102154	1.0008271669503301
9	44.889529249980114	fix_pre	0		118	7.0	2.0	/Users/shufanzhang/Documents/PhD/Arrow_of_time/hcp_movie_eyetracking-main/movs/MomentsInTime/groups/group2/final_videos/2_S_yt-ZwnliF0525U_95.mp4	58.35157745797187	1.0000336250523105
9	45.889562875032425	movie	1		241	7.0	2.0	/Users/shufanzhang/Documents/PhD/Arrow_of_time/hcp_movie_eyetracking-main/movs/MomentsInTime/groups/group2/final_videos/2_S_yt-ZwnliF0525U_95.mp4	59.35161108302418	1.992906125029549
9	47.882469000061974	fix_post	2		120	7.0	2.0	/Users/shufanzhang/Documents/PhD/Arrow_of_time/hcp_movie_eyetracking-main/movs/MomentsInTime/groups/group2/final_videos/2_S_yt-ZwnliF0525U_95.mp4	61.34451720805373	1.0067709579598159
10	48.88923995802179	fix_pre	0		118	8.0	2.0	/Users/shufanzhang/Documents/PhD/Arrow_of_time/hcp_movie_eyetracking-main/movs/MomentsInTime/groups/group2/final_videos/1_S_yt-WpLgDX6Yw_s_20.mp4	62.351288166013546	1.0012814169749618
10	49.89052137499675	movie	1		241	8.0	2.0	/Users/shufanzhang/Documents/PhD/Arrow_of_time/hcp_movie_eyetracking-main/movs/MomentsInTime/groups/group2/final_videos/1_S_yt-WpLgDX6Yw_s_20.mp4	63.35256958298851	1.9964336670236662
10	51.88695504202042	fix_post	2		119	8.0	2.0	/Users/shufanzhang/Documents/PhD/Arrow_of_time/hcp_movie_eyetracking-main/movs/MomentsInTime/groups/group2/final_videos/1_S_yt-WpLgDX6Yw_s_20.mp4	65.34900325001217	0.9911843329900876
11	52.878139375010505	fix_pre	0		120	9.0	2.0	/Users/shufanzhang/Documents/PhD/Arrow_of_time/hcp_movie_eyetracking-main/movs/MomentsInTime/groups/group2/final_videos/2_S_yt-YykKZWKmLnQ_386.mp4	66.34018758300226	1.0100912919733673
11	53.88823066698387	movie	1		240	9.0	2.0	/Users/shufanzhang/Documents/PhD/Arrow_of_time/hcp_movie_eyetracking-main/movs/MomentsInTime/groups/group2/final_videos/2_S_yt-YykKZWKmLnQ_386.mp4	67.35027887497563	1.9993326250696555
11	55.88756329205353	fix_post	2		117	9.0	2.0	/Users/shufanzhang/Documents/PhD/Arrow_of_time/hcp_movie_eyetracking-main/movs/MomentsInTime/groups/group2/final_videos/2_S_yt-YykKZWKmLnQ_386.mp4	69.34961150004528	1.0027787080034614
12	56.89034200005699	fix_pre	0		119	10.0	2.0	/Users/shufanzhang/Documents/PhD/Arrow_of_time/hcp_movie_eyetracking-main/movs/MomentsInTime/groups/group2/final_videos/2_S_yt-w_C-15eJeCQ_191.mp4	70.35239020804875	1.009578249999322
12	57.89992025005631	movie	1		239	10.0	2.0	/Users/shufanzhang/Documents/PhD/Arrow_of_time/hcp_movie_eyetracking-main/movs/MomentsInTime/groups/group2/final_videos/2_S_yt-w_C-15eJeCQ_191.mp4	71.36196845804807	1.982794167008251
12	59.88271441706456	fix_post	2		120	10.0	2.0	/Users/shufanzhang/Documents/PhD/Arrow_of_time/hcp_movie_eyetracking-main/movs/MomentsInTime/groups/group2/final_videos/2_S_yt-w_C-15eJeCQ_191.mp4	73.34476262505632	1.000337583012879
13	60.88305200007744	fix_pre	0		120	11.0	2.0	/Users/shufanzhang/Documents/PhD/Arrow_of_time/hcp_movie_eyetracking-main/movs/MomentsInTime/groups/group2/final_videos/1_S_yt-RvdcgC9LFy8_16.mp4	74.3451002080692	1.0114184999838471
