trial_nr	onset	event_type	phase	response	nr_frames	movie_index	movie_duration	movie_file	onset_abs	duration
0	0.038060958962887526	stim	0		180				17.683525084052235	1.6084397910162807
0	1.637174041941762	response	0	space					19.28263816703111	
1	1.6465007499791682	stim	0		59				19.291964875068516	0.5517312920419499
1	2.185636042035185	pulse	0	t					19.831100167124532	
1	2.198232042021118	stim	1		118				19.843696167110465	1.0085853330092505
2	3.2068173750303686	fix_pre	0		230	0.0	3.0	/Users/shufanzhang/Documents/PhD/Arrow_of_time/hcp_movie_eyetracking-main/movs/MomentsInTime/groups/group3/final_videos2/2_S_R_yt-GyMWMiWvuiA_237.mp4	20.852281500119716	1.9979405839694664
2	5.204757958999835	movie	1		357	0.0	3.0	/Users/shufanzhang/Documents/PhD/Arrow_of_time/hcp_movie_eyetracking-main/movs/MomentsInTime/groups/group3/final_videos2/2_S_R_yt-GyMWMiWvuiA_237.mp4	22.850222084089182	3.0060933330096304
2	8.210851292009465	fix_post	2		225	0.0	3.0	/Users/shufanzhang/Documents/PhD/Arrow_of_time/hcp_movie_eyetracking-main/movs/MomentsInTime/groups/group3/final_videos2/2_S_R_yt-GyMWMiWvuiA_237.mp4	25.856315417098813	1.9969357079826295
3	10.207786999992095	fix_pre	0		218	1.0	3.0	/Users/shufanzhang/Documents/PhD/Arrow_of_time/hcp_movie_eyetracking-main/movs/MomentsInTime/groups/group3/final_videos2/2_S_yt-7SsfOM7v3ns_56.mp4	27.853251125081442	1.9927862499607727
3	12.200573249952868	movie	1		358	1.0	3.0	/Users/shufanzhang/Documents/PhD/Arrow_of_time/hcp_movie_eyetracking-main/movs/MomentsInTime/groups/group3/final_videos2/2_S_yt-7SsfOM7v3ns_56.mp4	29.846037375042215	3.0019713339861482
3	15.202544583939016	fix_post	2		235	1.0	3.0	/Users/shufanzhang/Documents/PhD/Arrow_of_time/hcp_movie_eyetracking-main/movs/MomentsInTime/groups/group3/final_videos2/2_S_yt-7SsfOM7v3ns_56.mp4	32.84800870902836	2.0011625410988927
4	17.20370712503791	fix_pre	0		208	2.0	3.0	/Users/shufanzhang/Documents/PhD/Arrow_of_time/hcp_movie_eyetracking-main/movs/MomentsInTime/groups/group3/final_videos2/1_S_yt-s2PWkCdT-TM_258.mp4	34.849171250127256	2.0032564589055255
4	19.206963583943434	movie	1		359	2.0	3.0	/Users/shufanzhang/Documents/PhD/Arrow_of_time/hcp_movie_eyetracking-main/movs/MomentsInTime/groups/group3/final_videos2/1_S_yt-s2PWkCdT-TM_258.mp4	36.85242770903278	2.9999484580475837
4	22.206912041991018	fix_post	2		236	2.0	3.0	/Users/shufanzhang/Documents/PhD/Arrow_of_time/hcp_movie_eyetracking-main/movs/MomentsInTime/groups/group3/final_videos2/1_S_yt-s2PWkCdT-TM_258.mp4	39.852376167080365	2.0006302499677986
5	24.207542291958816	fix_pre	0		235	3.0	3.0	/Users/shufanzhang/Documents/PhD/Arrow_of_time/hcp_movie_eyetracking-main/movs/MomentsInTime/groups/group3/final_videos2/1_S_yt-oASqBTM-5fw_73.mp4	41.853006417048164	2.0078025000402704
5	26.215344791999087	movie	1		344	3.0	3.0	/Users/shufanzhang/Documents/PhD/Arrow_of_time/hcp_movie_eyetracking-main/movs/MomentsInTime/groups/group3/final_videos2/1_S_yt-oASqBTM-5fw_73.mp4	43.860808917088434	2.999698375002481
5	29.215043167001568	fix_post	2		234	3.0	3.0	/Users/shufanzhang/Documents/PhD/Arrow_of_time/hcp_movie_eyetracking-main/movs/MomentsInTime/groups/group3/final_videos2/1_S_yt-oASqBTM-5fw_73.mp4	46.860507292090915	1.9858933329815045
6	31.200936499983072	fix_pre	0		227	4.0	3.0	/Users/shufanzhang/Documents/PhD/Arrow_of_time/hcp_movie_eyetracking-main/movs/MomentsInTime/groups/group3/final_videos2/1_S_R_yt-VinOD6g7xEc_135.mp4	48.84640062507242	2.0191201249836013
6	33.220056624966674	movie	1		354	4.0	3.0	/Users/shufanzhang/Documents/PhD/Arrow_of_time/hcp_movie_eyetracking-main/movs/MomentsInTime/groups/group3/final_videos2/1_S_R_yt-VinOD6g7xEc_135.mp4	50.86552075005602	2.981163209071383
6	36.201219834038056	fix_post	2		235	4.0	3.0	/Users/shufanzhang/Documents/PhD/Arrow_of_time/hcp_movie_eyetracking-main/movs/MomentsInTime/groups/group3/final_videos2/1_S_R_yt-VinOD6g7xEc_135.mp4	53.846683959127404	2.0022557079792023
7	38.20347554201726	fix_pre	0		234	5.0	3.0	/Users/shufanzhang/Documents/PhD/Arrow_of_time/hcp_movie_eyetracking-main/movs/MomentsInTime/groups/group3/final_videos2/2_S_R_yt-MWX0EtpWIs8_286.mp4	55.848939667106606	2.011723916977644
