trial_nr	onset	event_type	phase	response	nr_frames	movie_index	movie_duration	movie_file	onset_abs	duration
0	0.03211291698971763	stim	0		212				15.476954583951738	1.8103460000129417
0	1.8301624999730848	response	0	space					17.275004166935105	
1	1.8424589170026593	stim	0		118				17.28730058396468	0.9878522079670802
1	2.8209232090157457	pulse	0	t					18.265764875977766	
1	2.8303111249697395	stim	1		121				18.27515279193176	1.0126497090095654
2	3.842960833979305	fix_pre	0		232	0.0	2.0	/Users/shufanzhang/Documents/PhD/Arrow_of_time/hcp_movie_eyetracking-main/movs/MomentsInTime/groups/group4/final_videos/2_S_wc-PqINyFk_ku4u_18.mp4	19.287802500941325	1.9944835409987718
2	5.837444374978077	movie	1		235	0.0	2.0	/Users/shufanzhang/Documents/PhD/Arrow_of_time/hcp_movie_eyetracking-main/movs/MomentsInTime/groups/group4/final_videos/2_S_wc-PqINyFk_ku4u_18.mp4	21.282286041940097	2.000457916990854
2	7.8379022919689305	fix_post	2		238	0.0	2.0	/Users/shufanzhang/Documents/PhD/Arrow_of_time/hcp_movie_eyetracking-main/movs/MomentsInTime/groups/group4/final_videos/2_S_wc-PqINyFk_ku4u_18.mp4	23.28274395893095	2.000882292049937
3	9.838784584018867	fix_pre	0		175	1.0	2.0	/Users/shufanzhang/Documents/PhD/Arrow_of_time/hcp_movie_eyetracking-main/movs/MomentsInTime/groups/group4/final_videos/2_S_R_yt-xWCPbUQc-vg_7.mp4	25.283626250980888	1.998438582988456
3	11.837223167007323	movie	1		233	1.0	2.0	/Users/shufanzhang/Documents/PhD/Arrow_of_time/hcp_movie_eyetracking-main/movs/MomentsInTime/groups/group4/final_videos/2_S_R_yt-xWCPbUQc-vg_7.mp4	27.282064833969343	1.991167125001084
3	13.828390292008407	fix_post	2		233	1.0	2.0	/Users/shufanzhang/Documents/PhD/Arrow_of_time/hcp_movie_eyetracking-main/movs/MomentsInTime/groups/group4/final_videos/2_S_R_yt-xWCPbUQc-vg_7.mp4	29.273231958970428	2.0198909169994295
4	15.848281209007837	fix_pre	0		231	2.0	2.0	/Users/shufanzhang/Documents/PhD/Arrow_of_time/hcp_movie_eyetracking-main/movs/MomentsInTime/groups/group4/final_videos/1_S_yt-eLQydFSMGCU_75.mp4	31.293122875969857	1.9896944999927655
4	17.837975709000602	movie	1		240	2.0	2.0	/Users/shufanzhang/Documents/PhD/Arrow_of_time/hcp_movie_eyetracking-main/movs/MomentsInTime/groups/group4/final_videos/1_S_yt-eLQydFSMGCU_75.mp4	33.28281737596262	1.994681040989235
4	19.832656749989837	fix_post	2		235	2.0	2.0	/Users/shufanzhang/Documents/PhD/Arrow_of_time/hcp_movie_eyetracking-main/movs/MomentsInTime/groups/group4/final_videos/1_S_yt-eLQydFSMGCU_75.mp4	35.27749841695186	1.9994616669719107
