S_yt-AJypa57HKqM_28	N
S_yt-gaCbT4RR9Tw_191	Y
S_yt-rbJOb1spY9M_16	Y
n01667778_22337	N
S_yt-HMAa2QbfFPI_216	Y
S_yt-BLmwmX-mni8_56	Y
R_S_wc-8bTJmWfuVyJ4_8	Y
n09428293_16949	N
S_yt--I4Ggi6-QOE_23	Y
R_S_ILSVRC2015_train_00743002	Y
S_yt-j-ifVbxZePQ_70	Y
n03633091_18329	N
n04310018_1024	N
R_S_yt-cjndulbUtRc_51	Y
n03478589_9338	N
n02058221_203	N
n03290653_11575	N
n03868242_971	N
R_S_b3TCugtX0h0_108	Y
R_S_yt-SjPYdaUBi7A_37	Y
n02114855_2425	N
S_yt-HwGg4-zeWi8_364	Y
S_yt-uDDv9fXG64w_98	N
S_pexels-mikhail-nilov-8410063_1	Y
R_S_yt-D6fhzH21T_E_26	Y
S_BO_A014_C023_SDR_20190717_F240F3709_SDR_2K_AVC	Y
ILSVRC2012_test_00017779	N
S_yt-5fnd__rpWeE_396	Y
R_S_yt-kP7VNn9QIo4_53	Y
ILSVRC2012_test_00088260	N
n02500267_8069	N
S_yt-FhnT_42bV7M_11	Y
S_wc-yoyQRWvHhC_x_3	N
S_yt-IT741UWKVzg_34	Y
n03958227_719	N
n01770081_9058	N
ILSVRC2012_test_00029845	N
R_S_video_inspire_oregon_lone-ranch-beach_00015	Y
S_yt-ILARvS15SDQ_741	Y
n02167151_5835	N
S_yt-qxtmtMnUfD0_124	Y
n09193705_7158	N
R_S_production_ID_3943965	Y
n04493381_840	N
R_S_yt-j-ifVbxZePQ_70	Y
R_S_production_ID_4057155	Y
R_S_yt-uT4MXm0UBJM_64	Y
n03888257_17004	N
S_DV6V38rplag_215	Y
S_yt-eF5J5Kjt6oY_23	Y
S_comp_HK_H004_C013_t9_6M_HB_tag0	Y
n04536866_12208	N
R_S_yt-E8EDQCPbBeI_196	Y
n04041544_2577	N
S_yt-wEbfIR14zZ8_7	Y
n03788195_3188	N
S_yt-cu4AVz6o2eg_24	N
S_yt-11S5tcT2Tm0_254	Y
S_yt-oUrpKe5nyuI_5	N
n03803284_7458	N
S_yt-V5iQ3MbihnI_103	Y
S_yt-tneuR3EtSZE_72	Y
R_S_yt-VJ65ukWmdxQ_193	Y
R_S_yt-RlHmMGUjT9E_130	Y
R_S_Pexels_Videos_2795737	Y
R_S_yt-rbJOb1spY9M_16	Y
S_yt-o96A55Szxkc_982	N
n02396427_1792	N
n01644900_20697	N
S_yt-SGTgMItFkxY_172	Y
n02105162_3441	N
n02980441_42087	N
S_yt-58F4cMRhSw8_69	N
n09468604_18775	N
n02776631_46569	N
n03954731_3132	N
n04523525_14005	N
S_ILSVRC2015_train_00379000	Y
ILSVRC2012_test_00004276	N
R_S_yt-GBt59U0KUR0_6	Y
n03776460_3015	N
R_S_yt-4BAsE47kJNk_88	Y
n04265275_2395	N
S_ILSVRC2015_train_00415007	Y
n03843555_13818	N
ILSVRC2012_test_00011334	N
n03089624_71576	N
R_S_yt-HRuCkU_kBoE_239	Y
S_yt-WCT9dyz0-gQ_36	Y
S_yt-dESxu60Cl10_24	Y
n02115913_3938	N
S_yt-q5Wp_yDLujU_108	N
n01981276_18340	N
ILSVRC2012_val_00018369	N
R_S_pexels-kelly-lacy-6756531	Y
n13133613_15992	N
S_yt-MIDWkOZcQUs_72	N
n03447447_2331	N
R_S_yt-gOoDjhfSPj0_162	Y
n04037443_42171	N
n03868242_2578	N
n01665541_21853	N
S_yt-WTxvvlP8xnw_113	Y
n07693725_9013	N
n01692333_5159	N
S_comp_A105_C003_0212CT_FLARE_v10_SDR_PS_FINAL_20180711_SDR_2K_AVC	Y
R_S_yt-TBY8F6UMnJQ_51	Y
S_yt-ni4JaYu7PhU_6	Y
S_yt-MEfljVFL0xw_375	Y
n02264363_15035	N
n04366367_5814	N
S_yt-rlEPywo5BEQ_36	Y
S_yt-2LCHVTVwJ5E_235	Y
R_S_production_ID_5144823	Y
n03095699_944	N
n01797886_14987	N
R_S_yt-2cwARrUMj40_67	Y
S_yt-7NjoFHBdP7c_102	Y
S_I003_C004_SDR_2K_AVC	Y
S_yt-6MAIu_hWEz0_56	N
S_yt-MXCxHM_Ms8A_15	N
S_yt-pB-AcJ71tzA_20	N
n03290653_1838	N
n02415577_28320	N
S_yt-PcOWc5EJbVo_39	Y
n02099849_3786	N
n03529860_9960	N
S_flickr-evananderica-2662125519_8	Y
R_S_yt-0bovQBIUZho_15	Y
R_S_OdxWh1oU8e8_1	Y
n03250847_2573	N
n07932039_6815	N
S_wc-__wCAtivIDG3_93	Y
n01632458_798	N
S_yt-UKrWbJEs7pw_74	Y
R_S_ILSVRC2015_train_00725000	Y
S_P006_C002_UHD_SDR_2K_AVC	Y
n03042490_1600	N
R_S_yt-MEfljVFL0xw_375	Y
S_yt-oPq1uvbw-lQ_62	Y
R_S_yt-b29VtKvlnWE_430	Y
S_yt-gzjV6YoK6X0_3	Y
S_yt--a-d97T4Gak_75	Y
S_yt-QJHe-CoK4iI_170	Y
S_yt-zam74qlzGtQ_122	Y
n07693725_5781	N
S_comp_CH_C007_C011_PSNK_v02_SDR_PS_FINAL_20180709_SDR_2K_AVC	Y
n01807496_28363	N
n12985857_6781	N
S_yt-BDCyXL5e9S4_223	Y
S_AwPBuHsoXV0_25	N
S_yt-Tn563IPZfg4_55	Y
S_yt-33PKaLVxDC4_2703	Y
R_S_yt-tneuR3EtSZE_72	Y
n04347754_624	N
n01751748_7284	N
n03207743_8564	N
n01665541_18105	N
R_S_yt-4ouMuGUuPHI_193	Y
n03874293_5720	N
R_S_yt-wrfAMDCg93Y_8	Y
S_yt-BqJHT4K7Qf8_127	Y
R_S_yt-KVB49z48sZU_55	Y
R_S_wc-__wCAtivIDG3_93	Y
S_yt-sZBe-xmTySc_8	N
R_S_yt-gC3my54_ChQ_58	Y
S_yt-Q4edV5qiqu0_578	Y
n03447447_524	N
n01664065_30633	N
n02640242_3189	N
n02013706_7042	N
S_yt-waWM9vAfsIw_116	Y
n01955084_12323	N
S_yt-MWX0EtpWIs8_286	Y
S_yt-wz2opOBqClo_14	Y
n03930313_7086	N
S_yt-JtR6WZXT2kU_8	Y
ILSVRC2012_test_00044615	N
n02493509_2396	N
ILSVRC2012_test_00041371	N
