trial_nr	onset	event_type	phase	response	nr_frames	picture_index	picture_file	onset_abs	duration
0	0.05448387499927776	stim	0		180			20.830978500001947	1.5233211660015513
0	1.5671716249999008	response	0	space				22.34366625000257	
2	1.577805041000829	picture	0		168	0.0	/Users/shufanzhang/Documents/PhD/Arrow_of_time/arrow_of_time/pictures/S_ILSVRC2015_train_00761000.png	22.3542996660035	1.4161974590024329
2	2.979276291000133	response	0	j		0.0	/Users/shufanzhang/Documents/PhD/Arrow_of_time/arrow_of_time/pictures/S_ILSVRC2015_train_00761000.png	23.755770916002803	
3	2.994002500003262	picture	0		21	1.0	/Users/shufanzhang/Documents/PhD/Arrow_of_time/arrow_of_time/pictures/R_S_yt-V4ptcLegCiw_161.png	23.77049712500593	0.18012699999962933
3	3.1680118330041296	response	0	j		1.0	/Users/shufanzhang/Documents/PhD/Arrow_of_time/arrow_of_time/pictures/R_S_yt-V4ptcLegCiw_161.png	23.9445064580068	
4	3.1741295000028913	picture	0		22	2.0	/Users/shufanzhang/Documents/PhD/Arrow_of_time/arrow_of_time/pictures/R_S_yt-VfASxEzDrvc_145.png	23.95062412500556	0.19033604099968215
4	3.3542990410060156	response	0	j		2.0	/Users/shufanzhang/Documents/PhD/Arrow_of_time/arrow_of_time/pictures/R_S_yt-VfASxEzDrvc_145.png	24.130793666008685	
5	3.3644655410025734	picture	0		21	3.0	/Users/shufanzhang/Documents/PhD/Arrow_of_time/arrow_of_time/pictures/S_pexels-rodnae-productions-5993671.png	24.140960166005243	0.18273516699991887
5	3.536986083003285	response	0	j		3.0	/Users/shufanzhang/Documents/PhD/Arrow_of_time/arrow_of_time/pictures/S_pexels-rodnae-productions-5993671.png	24.313480708005955	
6	3.5472007080024923	picture	0		21	4.0	/Users/shufanzhang/Documents/PhD/Arrow_of_time/arrow_of_time/pictures/S_yt--_ZMybcaUOw_254.png	24.323695333005162	0.18361308299790835
6	3.7210485830000835	response	0	j		4.0	/Users/shufanzhang/Documents/PhD/Arrow_of_time/arrow_of_time/pictures/S_yt--_ZMybcaUOw_254.png	24.497543208002753	
7	3.7308137910004007	picture	0		21	5.0	/Users/shufanzhang/Documents/PhD/Arrow_of_time/arrow_of_time/pictures/R_S_yt-bZfmqTZ-d2k_112.png	24.50730841600307	0.17916358400543686
7	3.8935189160038135	response	0	j		5.0	/Users/shufanzhang/Documents/PhD/Arrow_of_time/arrow_of_time/pictures/R_S_yt-bZfmqTZ-d2k_112.png	24.670013541006483	
8	3.9099773750058375	picture	0		20	6.0	/Users/shufanzhang/Documents/PhD/Arrow_of_time/arrow_of_time/pictures/S_ILSVRC2015_train_00324001.png	24.686472000008507	0.17073720799817238
8	4.070328541005438	response	0	j		6.0	/Users/shufanzhang/Documents/PhD/Arrow_of_time/arrow_of_time/pictures/S_ILSVRC2015_train_00324001.png	24.846823166008107	
9	4.08071458300401	picture	0		21	7.0	/Users/shufanzhang/Documents/PhD/Arrow_of_time/arrow_of_time/pictures/R_S_Pexels_Videos_278654_1.png	24.85720920800668	0.17502383299870417
9	4.247385000002396	response	0	j		7.0	/Users/shufanzhang/Documents/PhD/Arrow_of_time/arrow_of_time/pictures/R_S_Pexels_Videos_278654_1.png	25.023879625005065	
10	4.255738416002714	picture	0		22	8.0	/Users/shufanzhang/Documents/PhD/Arrow_of_time/arrow_of_time/pictures/S_yt-3TF_RGo9cLs_541.png	25.032233041005384	0.1843725840008119
10	4.431231665999803	response	0	j		8.0	/Users/shufanzhang/Documents/PhD/Arrow_of_time/arrow_of_time/pictures/S_yt-3TF_RGo9cLs_541.png	25.207726291002473	
11	4.440111000003526	picture	0		23	9.0	/Users/shufanzhang/Documents/PhD/Arrow_of_time/arrow_of_time/pictures/S_m-aeoYPMqfg_185.png	25.216605625006196	0.19641304099786794
11	4.6283951660007006	response	0	j		9.0	/Users/shufanzhang/Documents/PhD/Arrow_of_time/arrow_of_time/pictures/S_m-aeoYPMqfg_185.png	25.40488979100337	
12	4.636524041001394	picture	0		22	10.0	/Users/shufanzhang/Documents/PhD/Arrow_of_time/arrow_of_time/pictures/S_yt-OTNdgakSIJE_97.png	25.413018666004064	0.18960499999957392
12	4.815980166000372	response	0	j		10.0	/Users/shufanzhang/Documents/PhD/Arrow_of_time/arrow_of_time/pictures/S_yt-OTNdgakSIJE_97.png	25.592474791003042	
