,0
/Users/shufanzhang/Documents/PhD/Arrow_of_time/arrow_of_time/pictures/S_ILSVRC2015_train_00761000.png,j
/Users/shufanzhang/Documents/PhD/Arrow_of_time/arrow_of_time/pictures/R_S_yt-V4ptcLegCiw_161.png,j
/Users/shufanzhang/Documents/PhD/Arrow_of_time/arrow_of_time/pictures/R_S_yt-VfASxEzDrvc_145.png,j
/Users/shufanzhang/Documents/PhD/Arrow_of_time/arrow_of_time/pictures/S_pexels-rodnae-productions-5993671.png,j
/Users/shufanzhang/Documents/PhD/Arrow_of_time/arrow_of_time/pictures/S_yt--_ZMybcaUOw_254.png,j
/Users/shufanzhang/Documents/PhD/Arrow_of_time/arrow_of_time/pictures/R_S_yt-bZfmqTZ-d2k_112.png,j
/Users/shufanzhang/Documents/PhD/Arrow_of_time/arrow_of_time/pictures/S_ILSVRC2015_train_00324001.png,j
/Users/shufanzhang/Documents/PhD/Arrow_of_time/arrow_of_time/pictures/R_S_Pexels_Videos_278654_1.png,j
/Users/shufanzhang/Documents/PhD/Arrow_of_time/arrow_of_time/pictures/S_yt-3TF_RGo9cLs_541.png,j
/Users/shufanzhang/Documents/PhD/Arrow_of_time/arrow_of_time/pictures/S_m-aeoYPMqfg_185.png,j
/Users/shufanzhang/Documents/PhD/Arrow_of_time/arrow_of_time/pictures/S_yt-OTNdgakSIJE_97.png,j
/Users/shufanzhang/Documents/PhD/Arrow_of_time/arrow_of_time/pictures/R_S_dnLAfffA-kU_53.png,j
/Users/shufanzhang/Documents/PhD/Arrow_of_time/arrow_of_time/pictures/R_S_yt-b7bIulV49DQ_81.png,j
/Users/shufanzhang/Documents/PhD/Arrow_of_time/arrow_of_time/pictures/R_S_yt-6xXEMHBQ08A_28.png,j
/Users/shufanzhang/Documents/PhD/Arrow_of_time/arrow_of_time/pictures/R_S_yt-XbigWWtnGL4_75.png,j
/Users/shufanzhang/Documents/PhD/Arrow_of_time/arrow_of_time/pictures/R_S_yt-n1snPiGfg0A_45.png,j
/Users/shufanzhang/Documents/PhD/Arrow_of_time/arrow_of_time/pictures/S_pexels-roman-odintsov-8233166.png,j
/Users/shufanzhang/Documents/PhD/Arrow_of_time/arrow_of_time/pictures/R_S_yt-c6kLumgTX54_7.png,j
/Users/shufanzhang/Documents/PhD/Arrow_of_time/arrow_of_time/pictures/R_S_yt-GBt59U0KUR0_6.png,j
/Users/shufanzhang/Documents/PhD/Arrow_of_time/arrow_of_time/pictures/S_-IkGMlLHrOI_108.png,j
/Users/shufanzhang/Documents/PhD/Arrow_of_time/arrow_of_time/pictures/R_S_yt-YTQXM5ZjRgg_116.png,j
/Users/shufanzhang/Documents/PhD/Arrow_of_time/arrow_of_time/pictures/S_yt-bOgChEHiroI_20.png,j
/Users/shufanzhang/Documents/PhD/Arrow_of_time/arrow_of_time/pictures/R_S_production_ID_4720614.png,j
/Users/shufanzhang/Documents/PhD/Arrow_of_time/arrow_of_time/pictures/S_ILSVRC2015_train_00515001.png,j
/Users/shufanzhang/Documents/PhD/Arrow_of_time/arrow_of_time/pictures/S_pexels-mikael-blomkvist-8689852.png,j
/Users/shufanzhang/Documents/PhD/Arrow_of_time/arrow_of_time/pictures/S_yt-JTBXPfbkjsA_11.png,j
/Users/shufanzhang/Documents/PhD/Arrow_of_time/arrow_of_time/pictures/S_ILSVRC2015_train_00379000.png,j
/Users/shufanzhang/Documents/PhD/Arrow_of_time/arrow_of_time/pictures/R_S_production_ID_3735542.png,j
/Users/shufanzhang/Documents/PhD/Arrow_of_time/arrow_of_time/pictures/R_S_yt-VinOD6g7xEc_135.png,j
/Users/shufanzhang/Documents/PhD/Arrow_of_time/arrow_of_time/pictures/S_yt-tQ-hgwTcMqU_43.png,j
/Users/shufanzhang/Documents/PhD/Arrow_of_time/arrow_of_time/pictures/S_yt-n1snPiGfg0A_45.png,j
/Users/shufanzhang/Documents/PhD/Arrow_of_time/arrow_of_time/pictures/S_yt-Xkx53mjgj2E_30.png,j
/Users/shufanzhang/Documents/PhD/Arrow_of_time/arrow_of_time/pictures/R_S_m-aeoYPMqfg_185.png,j
/Users/shufanzhang/Documents/PhD/Arrow_of_time/arrow_of_time/pictures/S_ILSVRC2015_train_00572001.png,j
/Users/shufanzhang/Documents/PhD/Arrow_of_time/arrow_of_time/pictures/R_S_yt-D6fhzH21T_E_26.png,j
