trial_nr	onset	event_type	phase	response	nr_frames	picture_index	picture_file	onset_abs	duration
0	0.15983009338378906	stim	0		713			76.94082999229431	5.95782995223999
0	6.097656011581421	response	0	space				82.87865591049194	
2	6.117660045623779	picture	0		278	0.0	/experiments/knapen_aot/AOT/AOT_stimuli/pictures/0750_fw.png	82.8986599445343	2.3194079399108887
2	8.423262119293213	response	0	k		0.0	/experiments/knapen_aot/AOT/AOT_stimuli/pictures/0750_fw.png	85.20426201820374	
3	8.437067985534668	picture	0		120	1.0	/experiments/knapen_aot/AOT/AOT_stimuli/pictures/1631_fw.png	85.21806788444519	1.0069551467895508
3	9.430941104888916	response	0	k		1.0	/experiments/knapen_aot/AOT/AOT_stimuli/pictures/1631_fw.png	86.21194100379944	
4	9.444023132324219	picture	0		89	2.0	/experiments/knapen_aot/AOT/AOT_stimuli/pictures/0926_fw.png	86.22502303123474	0.750018835067749
4	10.174858093261719	response	0	j		2.0	/experiments/knapen_aot/AOT/AOT_stimuli/pictures/0926_fw.png	86.95585799217224	
5	10.194041967391968	picture	0		242	3.0	/experiments/knapen_aot/AOT/AOT_stimuli/pictures/0963_fw.png	86.97504186630249	2.0207760334014893
5	12.199241161346436	response	0	k		3.0	/experiments/knapen_aot/AOT/AOT_stimuli/pictures/0963_fw.png	88.98024106025696	
6	12.214818000793457	picture	0		115	4.0	/experiments/knapen_aot/AOT/AOT_stimuli/pictures/0229_fw.png	88.99581789970398	0.9583110809326172
6	13.164441108703613	response	0	j		4.0	/experiments/knapen_aot/AOT/AOT_stimuli/pictures/0229_fw.png	89.94544100761414	
7	13.173129081726074	picture	0		118	5.0	/experiments/knapen_aot/AOT/AOT_stimuli/pictures/0285_fw.png	89.9541289806366	0.986077070236206
7	14.147629022598267	response	0	k		5.0	/experiments/knapen_aot/AOT/AOT_stimuli/pictures/0285_fw.png	90.92862892150879	
8	14.15920615196228	picture	0		148	6.0	/experiments/knapen_aot/AOT/AOT_stimuli/pictures/0251_fw.png	90.9402060508728	1.2361888885498047
8	15.381587028503418	response	0	j		6.0	/experiments/knapen_aot/AOT/AOT_stimuli/pictures/0251_fw.png	92.16258692741394	
9	15.395395040512085	picture	0		96	7.0	/experiments/knapen_aot/AOT/AOT_stimuli/pictures/1224_fw.png	92.17639493942261	0.8055050373077393
9	16.189358949661255	response	0	j		7.0	/experiments/knapen_aot/AOT/AOT_stimuli/pictures/1224_fw.png	92.97035884857178	
10	16.200900077819824	picture	0		101	8.0	/experiments/knapen_aot/AOT/AOT_stimuli/pictures/0975_fw.png	92.98189997673035	0.8471899032592773
10	17.02420210838318	response	0	j		8.0	/experiments/knapen_aot/AOT/AOT_stimuli/pictures/0975_fw.png	93.8052020072937	
11	17.0480899810791	picture	0		101	9.0	/experiments/knapen_aot/AOT/AOT_stimuli/pictures/1884_fw.png	93.82908987998962	0.8577771186828613
11	17.881494998931885	response	0	j		9.0	/experiments/knapen_aot/AOT/AOT_stimuli/pictures/1884_fw.png	94.66249489784241	
12	17.905867099761963	picture	0		93	10.0	/experiments/knapen_aot/AOT/AOT_stimuli/pictures/1245_fw.png	94.68686699867249	0.7882280349731445
12	18.673202991485596	response	0	j		10.0	/experiments/knapen_aot/AOT/AOT_stimuli/pictures/1245_fw.png	95.45420289039612	
13	18.694095134735107	picture	0		105	11.0	/experiments/knapen_aot/AOT/AOT_stimuli/pictures/1557_fw.png	95.47509503364563	1.5553278923034668
13	19.564306020736694	response	0	k		11.0	/experiments/knapen_aot/AOT/AOT_stimuli/pictures/1557_fw.png	96.34530591964722	
14	20.249423027038574	picture	0		102	12.0	/experiments/knapen_aot/AOT/AOT_stimuli/pictures/1259_fw.png	97.0304229259491	0.8564300537109375
14	21.08984899520874	response	0	j		12.0	/experiments/knapen_aot/AOT/AOT_stimuli/pictures/1259_fw.png	97.87084889411926	
15	21.10585308074951	picture	0		107	13.0	/experiments/knapen_aot/AOT/AOT_stimuli/pictures/1313_fw.png	97.88685297966003	0.9005739688873291
15	21.98926615715027	response	0	j		13.0	/experiments/knapen_aot/AOT/AOT_stimuli/pictures/1313_fw.png	98.77026605606079	
16	22.00642704963684	picture	0		96	14.0	/experiments/knapen_aot/AOT/AOT_stimuli/pictures/0323_fw.png	98.78742694854736	0.8055250644683838
