trial_nr	onset	event_type	phase	response	nr_frames	picture_index	picture_file	onset_abs	duration
0	0.1598200798034668	stim	0		2507			101.52365207672119	20.909106016159058
0	21.047819137573242	response	0	space				122.41165113449097	
2	21.068926095962524	picture	0		495	0.0	/experiments/knapen_aot/AOT/AOT_stimuli/pictures/1578_fw.png	122.43275809288025	4.131898880004883
2	25.189422130584717	response	0	j		0.0	/experiments/knapen_aot/AOT/AOT_stimuli/pictures/1578_fw.png	126.55325412750244	
3	25.200824975967407	picture	0		153	1.0	/experiments/knapen_aot/AOT/AOT_stimuli/pictures/0723_fw.png	126.56465697288513	1.277750015258789
3	26.464874029159546	response	0	j		1.0	/experiments/knapen_aot/AOT/AOT_stimuli/pictures/0723_fw.png	127.82870602607727	
4	26.478574991226196	picture	0		349	2.0	/experiments/knapen_aot/AOT/AOT_stimuli/pictures/2063_fw.png	127.84240698814392	2.9167630672454834
4	29.37428617477417	response	0	k		2.0	/experiments/knapen_aot/AOT/AOT_stimuli/pictures/2063_fw.png	130.7381181716919	
5	29.39533805847168	picture	0		105	3.0	/experiments/knapen_aot/AOT/AOT_stimuli/pictures/2008_fw.png	130.7591700553894	0.8819301128387451
5	30.26444411277771	response	0	j		3.0	/experiments/knapen_aot/AOT/AOT_stimuli/pictures/2008_fw.png	131.62827610969543	
6	30.277268171310425	picture	0		114	4.0	/experiments/knapen_aot/AOT/AOT_stimuli/pictures/1021_fw.png	131.64110016822815	0.9513249397277832
6	31.21476411819458	response	0	j		4.0	/experiments/knapen_aot/AOT/AOT_stimuli/pictures/1021_fw.png	132.5785961151123	
7	31.228593111038208	picture	0		136	5.0	/experiments/knapen_aot/AOT/AOT_stimuli/pictures/1238_fw.png	132.59242510795593	1.1458568572998047
7	32.349323987960815	response	0	k		5.0	/experiments/knapen_aot/AOT/AOT_stimuli/pictures/1238_fw.png	133.71315598487854	
8	32.37444996833801	picture	0		217	6.0	/experiments/knapen_aot/AOT/AOT_stimuli/pictures/0170_fw.png	133.73828196525574	1.8124260902404785
8	34.16598701477051	response	0	k		6.0	/experiments/knapen_aot/AOT/AOT_stimuli/pictures/0170_fw.png	135.52981901168823	
9	34.18687605857849	picture	0		180	7.0	/experiments/knapen_aot/AOT/AOT_stimuli/pictures/1828_fw.png	135.55070805549622	1.5069410800933838
9	35.68107509613037	response	0	j		7.0	/experiments/knapen_aot/AOT/AOT_stimuli/pictures/1828_fw.png	137.0449070930481	
10	35.693817138671875	picture	0		146	8.0	/experiments/knapen_aot/AOT/AOT_stimuli/pictures/1088_fw.png	137.0576491355896	1.2152159214019775
10	36.89770698547363	response	0	k		8.0	/experiments/knapen_aot/AOT/AOT_stimuli/pictures/1088_fw.png	138.26153898239136	
11	36.90903306007385	picture	0		131	9.0	/experiments/knapen_aot/AOT/AOT_stimuli/pictures/1340_fw.png	138.27286505699158	1.0903100967407227
11	37.98937106132507	response	0	k		9.0	/experiments/knapen_aot/AOT/AOT_stimuli/pictures/1340_fw.png	139.3532030582428	
12	37.999343156814575	picture	0		138	10.0	/experiments/knapen_aot/AOT/AOT_stimuli/pictures/1959_fw.png	139.3631751537323	1.1527249813079834
12	39.13930106163025	response	0	k		10.0	/experiments/knapen_aot/AOT/AOT_stimuli/pictures/1959_fw.png	140.50313305854797	
13	39.15206813812256	picture	0		163	11.0	/experiments/knapen_aot/AOT/AOT_stimuli/pictures/1738_fw.png	140.51590013504028	1.3542239665985107
13	40.49777412414551	response	0	k		11.0	/experiments/knapen_aot/AOT/AOT_stimuli/pictures/1738_fw.png	141.86160612106323	
14	40.50629210472107	picture	0		381	12.0	/experiments/knapen_aot/AOT/AOT_stimuli/pictures/0649_fw.png	141.8701241016388	3.1805479526519775
