trial_nr	onset	event_type	phase	response	nr_frames	picture_index	picture_file	onset_abs	duration
0	0.1110849380493164	stim	0		1362			127.98775100708008	11.355012893676758
0	11.449569940567017	response	0	space				139.32623600959778	
2	11.466097831726074	picture	0		154	0.0	/experiments/knapen_aot/AOT/AOT_stimuli/pictures/1049_fw.png	139.34276390075684	1.2833352088928223
2	12.741220951080322	response	0	k		0.0	/experiments/knapen_aot/AOT/AOT_stimuli/pictures/1049_fw.png	140.61788702011108	
3	12.749433040618896	picture	0		138	1.0	/experiments/knapen_aot/AOT/AOT_stimuli/pictures/1670_fw.png	140.62609910964966	1.1527538299560547
3	13.891206979751587	response	0	j		1.0	/experiments/knapen_aot/AOT/AOT_stimuli/pictures/1670_fw.png	141.76787304878235	
4	13.902186870574951	picture	0		180	2.0	/experiments/knapen_aot/AOT/AOT_stimuli/pictures/1505_fw.png	141.7788529396057	1.4999620914459229
4	15.391214847564697	response	0	j		2.0	/experiments/knapen_aot/AOT/AOT_stimuli/pictures/1505_fw.png	143.26788091659546	
5	15.402148962020874	picture	0		222	3.0	/experiments/knapen_aot/AOT/AOT_stimuli/pictures/0247_fw.png	143.27881503105164	1.8472568988800049
5	17.241196870803833	response	0	k		3.0	/experiments/knapen_aot/AOT/AOT_stimuli/pictures/0247_fw.png	145.1178629398346	
6	17.24940586090088	picture	0		193	4.0	/experiments/knapen_aot/AOT/AOT_stimuli/pictures/1176_fw.png	145.12607192993164	1.6112980842590332
6	18.849578857421875	response	0	k		4.0	/experiments/knapen_aot/AOT/AOT_stimuli/pictures/1176_fw.png	146.72624492645264	
7	18.860703945159912	picture	0		135	5.0	/experiments/knapen_aot/AOT/AOT_stimuli/pictures/0207_fw.png	146.73737001419067	1.1247749328613281
7	19.97448205947876	response	0	j		5.0	/experiments/knapen_aot/AOT/AOT_stimuli/pictures/0207_fw.png	147.85114812850952	
8	19.98547887802124	picture	0		186	6.0	/experiments/knapen_aot/AOT/AOT_stimuli/pictures/2078_fw.png	147.862144947052	1.5487279891967773
8	21.51771903038025	response	0	j		6.0	/experiments/knapen_aot/AOT/AOT_stimuli/pictures/2078_fw.png	149.394385099411	
9	21.534206867218018	picture	0		153	7.0	/experiments/knapen_aot/AOT/AOT_stimuli/pictures/0042_fw.png	149.41087293624878	1.277630090713501
9	22.79955291748047	response	0	j		7.0	/experiments/knapen_aot/AOT/AOT_stimuli/pictures/0042_fw.png	150.67621898651123	
10	22.81183695793152	picture	0		123	8.0	/experiments/knapen_aot/AOT/AOT_stimuli/pictures/1739_fw.png	150.68850302696228	1.0208890438079834
10	23.824509859085083	response	0	j		8.0	/experiments/knapen_aot/AOT/AOT_stimuli/pictures/1739_fw.png	151.70117592811584	
11	23.832726001739502	picture	0		215	9.0	/experiments/knapen_aot/AOT/AOT_stimuli/pictures/0250_fw.png	151.70939207077026	1.7915799617767334
11	25.616178035736084	response	0	k		9.0	/experiments/knapen_aot/AOT/AOT_stimuli/pictures/0250_fw.png	153.49284410476685	
12	25.624305963516235	picture	0		214	10.0	/experiments/knapen_aot/AOT/AOT_stimuli/pictures/2025_fw.png	153.500972032547	1.7847230434417725
12	27.39945697784424	response	0	k		10.0	/experiments/knapen_aot/AOT/AOT_stimuli/pictures/2025_fw.png	155.276123046875	
13	27.409029006958008	picture	0		138	11.0	/experiments/knapen_aot/AOT/AOT_stimuli/pictures/1246_fw.png	155.28569507598877	1.1528499126434326
13	28.549532890319824	response	0	j		11.0	/experiments/knapen_aot/AOT/AOT_stimuli/pictures/1246_fw.png	156.4261989593506	
14	28.56187891960144	picture	0		397	12.0	/experiments/knapen_aot/AOT/AOT_stimuli/pictures/1586_fw.png	156.4385449886322	3.305483102798462
14	31.857802867889404	response	0	k		12.0	/experiments/knapen_aot/AOT/AOT_stimuli/pictures/1586_fw.png	159.73446893692017	
15	31.867362022399902	picture	0		191	13.0	/experiments/knapen_aot/AOT/AOT_stimuli/pictures/1035_fw.png	159.74402809143066	1.590317964553833
15	33.44943594932556	response	0	k		13.0	/experiments/knapen_aot/AOT/AOT_stimuli/pictures/1035_fw.png	161.32610201835632	
16	33.457679986953735	picture	0		126	14.0	/experiments/knapen_aot/AOT/AOT_stimuli/pictures/1825_fw.png	161.3343460559845	1.0555229187011719
16	34.49941802024841	response	0	j		14.0	/experiments/knapen_aot/AOT/AOT_stimuli/pictures/1825_fw.png	162.37608408927917	
17	34.51320290565491	picture	0		113	15.0	/experiments/knapen_aot/AOT/AOT_stimuli/pictures/0013_fw.png	162.38986897468567	0.9444200992584229
17	35.449434995651245	response	0	j		15.0	/experiments/knapen_aot/AOT/AOT_stimuli/pictures/0013_fw.png	163.326101064682	
18	35.45762300491333	picture	0		114	16.0	/experiments/knapen_aot/AOT/AOT_stimuli/pictures/0429_fw.png	163.3342890739441	0.9513509273529053
18	36.399417877197266	response	0	j		16.0	/experiments/knapen_aot/AOT/AOT_stimuli/pictures/0429_fw.png	164.27608394622803	
19	36.408973932266235	picture	0		122	17.0	/experiments/knapen_aot/AOT/AOT_stimuli/pictures/2067_fw.png	164.285640001297	1.0208990573883057
19	37.41611099243164	response	0	j		17.0	/experiments/knapen_aot/AOT/AOT_stimuli/pictures/2067_fw.png	165.2927770614624	
20	37.42987298965454	picture	0		183	18.0	/experiments/knapen_aot/AOT/AOT_stimuli/pictures/1271_fw.png	165.3065390586853	1.5277800559997559
