trial_nr	onset	event_type	phase	response	nr_frames	picture_index	picture_file	onset_abs	duration
0	0.16073918342590332	stim	0		993			173.0801591873169	8.288887023925781
0	8.424817085266113	response	0	space				181.3442370891571	
2	8.449626207351685	picture	0		561	0.0	/experiments/knapen_aot/AOT/AOT_stimuli/pictures/1517_fw.png	181.36904621124268	4.675855875015259
2	13.11637806892395	response	0	j		0.0	/experiments/knapen_aot/AOT/AOT_stimuli/pictures/1517_fw.png	186.03579807281494	
3	13.125482082366943	picture	0		184	1.0	/experiments/knapen_aot/AOT/AOT_stimuli/pictures/0973_fw.png	186.04490208625793	1.534627914428711
3	14.649673223495483	response	0	k		1.0	/experiments/knapen_aot/AOT/AOT_stimuli/pictures/0973_fw.png	187.56909322738647	
4	14.660109996795654	picture	0		207	2.0	/experiments/knapen_aot/AOT/AOT_stimuli/pictures/0821_fw.png	187.57953000068665	1.7311761379241943
4	16.375575065612793	response	0	k		2.0	/experiments/knapen_aot/AOT/AOT_stimuli/pictures/0821_fw.png	189.29499506950378	
5	16.39128613471985	picture	0		104	3.0	/experiments/knapen_aot/AOT/AOT_stimuli/pictures/1694_fw.png	189.31070613861084	0.8729839324951172
5	17.250492095947266	response	0	j		3.0	/experiments/knapen_aot/AOT/AOT_stimuli/pictures/1694_fw.png	190.16991209983826	
6	17.264270067214966	picture	0		125	4.0	/experiments/knapen_aot/AOT/AOT_stimuli/pictures/1155_fw.png	190.18369007110596	1.0485639572143555
6	18.29966402053833	response	0	k		4.0	/experiments/knapen_aot/AOT/AOT_stimuli/pictures/1155_fw.png	191.21908402442932	
7	18.31283402442932	picture	0		119	5.0	/experiments/knapen_aot/AOT/AOT_stimuli/pictures/1543_fw.png	191.2322540283203	0.9999880790710449
7	19.299689054489136	response	0	j		5.0	/experiments/knapen_aot/AOT/AOT_stimuli/pictures/1543_fw.png	192.21910905838013	
8	19.312822103500366	picture	0		138	6.0	/experiments/knapen_aot/AOT/AOT_stimuli/pictures/0303_fw.png	192.23224210739136	1.1617710590362549
8	20.458770036697388	response	0	j		6.0	/experiments/knapen_aot/AOT/AOT_stimuli/pictures/0303_fw.png	193.37819004058838	
9	20.47459316253662	picture	0		179	7.0	/experiments/knapen_aot/AOT/AOT_stimuli/pictures/0186_fw.png	193.3940131664276	1.5000028610229492
9	21.958803176879883	response	0	j		7.0	/experiments/knapen_aot/AOT/AOT_stimuli/pictures/0186_fw.png	194.87822318077087	
10	21.97459602355957	picture	0		103	8.0	/experiments/knapen_aot/AOT/AOT_stimuli/pictures/1457_fw.png	194.89401602745056	0.859065055847168
10	22.824681043624878	response	0	j		8.0	/experiments/knapen_aot/AOT/AOT_stimuli/pictures/1457_fw.png	195.74410104751587	
11	22.83366107940674	picture	0		622	9.0	/experiments/knapen_aot/AOT/AOT_stimuli/pictures/1990_fw.png	195.75308108329773	5.201292991638184
11	28.007992029190063	response	0	j		9.0	/experiments/knapen_aot/AOT/AOT_stimuli/pictures/1990_fw.png	200.92741203308105	
12	28.034954071044922	picture	0		188	10.0	/experiments/knapen_aot/AOT/AOT_stimuli/pictures/0768_fw.png	200.9543740749359	1.5695009231567383
12	29.59138321876526	response	0	k		10.0	/experiments/knapen_aot/AOT/AOT_stimuli/pictures/0768_fw.png	202.51080322265625	
13	29.60445499420166	picture	0		121	11.0	/experiments/knapen_aot/AOT/AOT_stimuli/pictures/1703_fw.png	202.52387499809265	1.0138170719146729
13	30.60801410675049	response	0	k		11.0	/experiments/knapen_aot/AOT/AOT_stimuli/pictures/1703_fw.png	203.52743411064148	
14	30.618272066116333	picture	0		110	12.0	/experiments/knapen_aot/AOT/AOT_stimuli/pictures/1589_fw.png	203.53769207000732	0.916762113571167
