trial_nr	onset	event_type	phase	response	nr_frames	picture_index	picture_file	onset_abs	duration
0	0.1560819149017334	stim	0		1023			86.7330310344696	8.548232078552246
0	8.67941689491272	response	0	space				95.25636601448059	
2	8.70431399345398	picture	0		165	0.0	/experiments/knapen_aot/AOT/AOT_stimuli/pictures/1391_fw.png	95.28126311302185	1.37857985496521
2	10.071044921875	response	0	j		0.0	/experiments/knapen_aot/AOT/AOT_stimuli/pictures/1391_fw.png	96.64799404144287	
3	10.08289384841919	picture	0		258	1.0	/experiments/knapen_aot/AOT/AOT_stimuli/pictures/0640_fw.png	96.65984296798706	2.1547210216522217
3	12.221958875656128	response	0	k		1.0	/experiments/knapen_aot/AOT/AOT_stimuli/pictures/0640_fw.png	98.798907995224	
4	12.237614870071411	picture	0		171	2.0	/experiments/knapen_aot/AOT/AOT_stimuli/pictures/1166_fw.png	98.81456398963928	1.4285969734191895
4	13.654409885406494	response	0	j		2.0	/experiments/knapen_aot/AOT/AOT_stimuli/pictures/1166_fw.png	100.23135900497437	
5	13.6662118434906	picture	0		173	3.0	/experiments/knapen_aot/AOT/AOT_stimuli/pictures/0566_fw.png	100.24316096305847	1.451409101486206
5	15.104410886764526	response	0	k		3.0	/experiments/knapen_aot/AOT/AOT_stimuli/pictures/0566_fw.png	101.6813600063324	
6	15.117620944976807	picture	0		97	4.0	/experiments/knapen_aot/AOT/AOT_stimuli/pictures/2139_fw.png	101.69457006454468	0.8124608993530273
6	15.921003818511963	response	0	k		4.0	/experiments/knapen_aot/AOT/AOT_stimuli/pictures/2139_fw.png	102.49795293807983	
7	15.930081844329834	picture	0		96	5.0	/experiments/knapen_aot/AOT/AOT_stimuli/pictures/1496_fw.png	102.5070309638977	0.8075079917907715
7	16.721866846084595	response	0	j		5.0	/experiments/knapen_aot/AOT/AOT_stimuli/pictures/1496_fw.png	103.29881596565247	
8	16.737589836120605	picture	0		118	6.0	/experiments/knapen_aot/AOT/AOT_stimuli/pictures/0256_fw.png	103.31453895568848	0.9841690063476562
8	17.712730884552002	response	0	k		6.0	/experiments/knapen_aot/AOT/AOT_stimuli/pictures/0256_fw.png	104.28968000411987	
9	17.72175884246826	picture	0		356	7.0	/experiments/knapen_aot/AOT/AOT_stimuli/pictures/0808_fw.png	104.29870796203613	2.9721951484680176
9	20.680168867111206	response	0	k		7.0	/experiments/knapen_aot/AOT/AOT_stimuli/pictures/0808_fw.png	107.25711798667908	
10	20.69395399093628	picture	0		101	8.0	/experiments/knapen_aot/AOT/AOT_stimuli/pictures/0461_fw.png	107.27090311050415	0.8471579551696777
10	21.529330015182495	response	0	j		8.0	/experiments/knapen_aot/AOT/AOT_stimuli/pictures/0461_fw.png	108.10627913475037	
11	21.541111946105957	picture	0		106	9.0	/experiments/knapen_aot/AOT/AOT_stimuli/pictures/1806_fw.png	108.11806106567383	0.882004976272583
11	22.412669897079468	response	0	k		9.0	/experiments/knapen_aot/AOT/AOT_stimuli/pictures/1806_fw.png	108.98961901664734	
12	22.42311692237854	picture	0		87	10.0	/experiments/knapen_aot/AOT/AOT_stimuli/pictures/0954_fw.png	109.00006604194641	0.7311220169067383
12	23.138484954833984	response	0	j		10.0	/experiments/knapen_aot/AOT/AOT_stimuli/pictures/0954_fw.png	109.71543407440186	
13	23.15423893928528	picture	0		92	11.0	/experiments/knapen_aot/AOT/AOT_stimuli/pictures/1277_fw.png	109.73118805885315	0.768812894821167
13	23.91265296936035	response	0	k		11.0	/experiments/knapen_aot/AOT/AOT_stimuli/pictures/1277_fw.png	110.48960208892822	
14	23.923051834106445	picture	0		91	12.0	/experiments/knapen_aot/AOT/AOT_stimuli/pictures/0697_fw.png	110.50000095367432	0.7569470405578613
14	24.670963048934937	response	0	j		12.0	/experiments/knapen_aot/AOT/AOT_stimuli/pictures/0697_fw.png	111.24791216850281	
15	24.679998874664307	picture	0		118	13.0	/experiments/knapen_aot/AOT/AOT_stimuli/pictures/0015_fw.png	111.25694799423218	0.9860730171203613
15	25.654348850250244	response	0	k		13.0	/experiments/knapen_aot/AOT/AOT_stimuli/pictures/0015_fw.png	112.23129796981812	
16	25.666071891784668	picture	0		108	14.0	/experiments/knapen_aot/AOT/AOT_stimuli/pictures/0483_fw.png	112.24302101135254	0.8964650630950928
16	26.554330825805664	response	0	j		14.0	/experiments/knapen_aot/AOT/AOT_stimuli/pictures/0483_fw.png	113.13127994537354	
17	26.56253695487976	picture	0		105	15.0	/experiments/knapen_aot/AOT/AOT_stimuli/pictures/1884_fw.png	113.13948607444763	0.8813869953155518
17	27.430080890655518	response	0	k		15.0	/experiments/knapen_aot/AOT/AOT_stimuli/pictures/1884_fw.png	114.00703001022339	
18	27.443923950195312	picture	0		439	16.0	/experiments/knapen_aot/AOT/AOT_stimuli/pictures/1663_fw.png	114.02087306976318	3.6686489582061768
18	31.096724033355713	response	0	k		16.0	/experiments/knapen_aot/AOT/AOT_stimuli/pictures/1663_fw.png	117.67367315292358	
19	31.11257290840149	picture	0		106	17.0	/experiments/knapen_aot/AOT/AOT_stimuli/pictures/0541_fw.png	117.68952202796936	0.8867909908294678
19	31.98080587387085	response	0	k		17.0	/experiments/knapen_aot/AOT/AOT_stimuli/pictures/0541_fw.png	118.55775499343872	
20	31.999363899230957	picture	0		159	18.0	/experiments/knapen_aot/AOT/AOT_stimuli/pictures/0955_fw.png	118.57631301879883	1.3263671398162842
20	33.312638998031616	response	0	k		18.0	/experiments/knapen_aot/AOT/AOT_stimuli/pictures/0955_fw.png	119.88958811759949	
21	33.32573103904724	picture	0		488	19.0	/experiments/knapen_aot/AOT/AOT_stimuli/pictures/1054_fw.png	119.90268015861511	4.076373815536499
21	37.38836097717285	response	0	j		19.0	/experiments/knapen_aot/AOT/AOT_stimuli/pictures/1054_fw.png	123.96531009674072	
22	37.40210485458374	picture	0		108	20.0	/experiments/knapen_aot/AOT/AOT_stimuli/pictures/1176_fw.png	123.97905397415161	0.9027471542358398
22	38.2959349155426	response	0	k		20.0	/experiments/knapen_aot/AOT/AOT_stimuli/pictures/1176_fw.png	124.87288403511047	
23	38.30485200881958	picture	0		108	21.0	/experiments/knapen_aot/AOT/AOT_stimuli/pictures/1859_fw.png	124.88180112838745	0.9027810096740723
23	39.18911385536194	response	0	k		21.0	/experiments/knapen_aot/AOT/AOT_stimuli/pictures/1859_fw.png	125.76606297492981	
24	39.20763301849365	picture	0		307	22.0	/experiments/knapen_aot/AOT/AOT_stimuli/pictures/1104_fw.png	125.78458213806152	2.555522918701172
24	41.75423192977905	response	0	k		22.0	/experiments/knapen_aot/AOT/AOT_stimuli/pictures/1104_fw.png	128.33118104934692	
25	41.763155937194824	picture	0		306	23.0	/experiments/knapen_aot/AOT/AOT_stimuli/pictures/1651_fw.png	128.3401050567627	2.557663917541504
25	44.30493903160095	response	0	k		23.0	/experiments/knapen_aot/AOT/AOT_stimuli/pictures/1651_fw.png	130.88188815116882	
26	44.32081985473633	picture	0		97	24.0	/experiments/knapen_aot/AOT/AOT_stimuli/pictures/1188_fw.png	130.8977689743042	0.8103961944580078
26	45.120903968811035	response	0	j		24.0	/experiments/knapen_aot/AOT/AOT_stimuli/pictures/1188_fw.png	131.6978530883789	
27	45.131216049194336	picture	0		120	25.0	/experiments/knapen_aot/AOT/AOT_stimuli/pictures/1751_fw.png	131.7081651687622	1.0062448978424072
27	46.12094688415527	response	0	j		25.0	/experiments/knapen_aot/AOT/AOT_stimuli/pictures/1751_fw.png	132.69789600372314	
28	46.13746094703674	picture	0		124	26.0	/experiments/knapen_aot/AOT/AOT_stimuli/pictures/0791_fw.png	132.71441006660461	1.0353870391845703
28	47.162545919418335	response	0	k		26.0	/experiments/knapen_aot/AOT/AOT_stimuli/pictures/0791_fw.png	133.7394950389862	
29	47.17284798622131	picture	0		110	27.0	/experiments/knapen_aot/AOT/AOT_stimuli/pictures/2030_fw.png	133.74979710578918	0.9166369438171387
29	48.079262018203735	response	0	k		27.0	/experiments/knapen_aot/AOT/AOT_stimuli/pictures/2030_fw.png	134.6562111377716	
30	48.08948493003845	picture	0		144	28.0	/experiments/knapen_aot/AOT/AOT_stimuli/pictures/0195_fw.png	134.66643404960632	1.2013859748840332
30	49.27924394607544	response	0	k		28.0	/experiments/knapen_aot/AOT/AOT_stimuli/pictures/0195_fw.png	135.8561930656433	
31	49.290870904922485	picture	0		104	29.0	/experiments/knapen_aot/AOT/AOT_stimuli/pictures/2093_fw.png	135.86782002449036	0.8680670261383057
31	50.14585900306702	response	0	j		29.0	/experiments/knapen_aot/AOT/AOT_stimuli/pictures/2093_fw.png	136.7228081226349	
32	50.15893793106079	picture	0		266	30.0	/experiments/knapen_aot/AOT/AOT_stimuli/pictures/2147_fw.png	136.73588705062866	2.2222208976745605
32	52.37087392807007	response	0	k		30.0	/experiments/knapen_aot/AOT/AOT_stimuli/pictures/2147_fw.png	138.94782304763794	
33	52.38115882873535	picture	0		124	31.0	/experiments/knapen_aot/AOT/AOT_stimuli/pictures/0652_fw.png	138.95810794830322	1.034646987915039
33	53.40418982505798	response	0	j		31.0	/experiments/knapen_aot/AOT/AOT_stimuli/pictures/0652_fw.png	139.98113894462585	
34	53.41580581665039	picture	0		127	32.0	/experiments/knapen_aot/AOT/AOT_stimuli/pictures/0502_fw.png	139.99275493621826	1.0555732250213623
34	54.46252989768982	response	0	k		32.0	/experiments/knapen_aot/AOT/AOT_stimuli/pictures/0502_fw.png	141.0394790172577	
35	54.47137904167175	picture	0		297	33.0	/experiments/knapen_aot/AOT/AOT_stimuli/pictures/2052_fw.png	141.04832816123962	2.47914981842041
35	56.937532901763916	response	0	k		33.0	/experiments/knapen_aot/AOT/AOT_stimuli/pictures/2052_fw.png	143.5144820213318	
36	56.95052886009216	picture	0		116	34.0	/experiments/knapen_aot/AOT/AOT_stimuli/pictures/1062_fw.png	143.52747797966003	0.9722139835357666
36	57.91251492500305	response	0	j		34.0	/experiments/knapen_aot/AOT/AOT_stimuli/pictures/1062_fw.png	144.48946404457092	
37	57.92274284362793	picture	0		127	35.0	/experiments/knapen_aot/AOT/AOT_stimuli/pictures/1299_fw.png	144.4996919631958	1.0648071765899658
37	58.971534967422485	response	0	j		35.0	/experiments/knapen_aot/AOT/AOT_stimuli/pictures/1299_fw.png	145.54848408699036	
38	58.987550020217896	picture	0		95	36.0	/experiments/knapen_aot/AOT/AOT_stimuli/pictures/2119_fw.png	145.56449913978577	0.7962579727172852
38	59.76467800140381	response	0	j		36.0	/experiments/knapen_aot/AOT/AOT_stimuli/pictures/2119_fw.png	146.34162712097168	
39	59.78380799293518	picture	0		125	37.0	/experiments/knapen_aot/AOT/AOT_stimuli/pictures/0799_fw.png	146.36075711250305	1.0486149787902832
39	60.82080292701721	response	0	k		37.0	/experiments/knapen_aot/AOT/AOT_stimuli/pictures/0799_fw.png	147.39775204658508	
40	60.832422971725464	picture	0		106	38.0	/experiments/knapen_aot/AOT/AOT_stimuli/pictures/2095_fw.png	147.40937209129333	0.8819520473480225
