trial_nr	onset	event_type	phase	response	nr_frames	movie_index	movie_duration	movie_file	blank	onset_abs	duration
0	0.15825104713439941	stim	0		29.0					143.34351301193237	0.30010294914245605
0	0.42505502700805664	response	0	space						143.61031699180603	
1	0.45835399627685547	stim	0		121.0					143.64361596107483	1.0083410739898682
1	1.4666950702667236	stim	1		120.0					144.6519570350647	0.9996020793914795
2	2.466297149658203	fix_pre	0		13.0	0.0	2.5	/experiments/knapen_aot/videos/R_S_pexels-ron-lach-8071987.mp4	0.0	145.65155911445618	0.1083369255065918
2	2.566470146179199	response	0	space		0.0	2.5	/experiments/knapen_aot/videos/R_S_pexels-ron-lach-8071987.mp4	0.0	145.75173211097717	
2	2.574634075164795	movie	1		220.0	0.0	2.5	/experiments/knapen_aot/videos/R_S_pexels-ron-lach-8071987.mp4	0.0	145.75989603996277	2.5082249641418457
2	4.844292163848877	response	1	2		0.0	2.5	/experiments/knapen_aot/videos/R_S_pexels-ron-lach-8071987.mp4	0.0	148.02955412864685	
2	5.082859039306641	fix_post	2		12.0	0.0	2.5	/experiments/knapen_aot/videos/R_S_pexels-ron-lach-8071987.mp4	0.0	148.26812100410461	0.10009407997131348
3	5.182953119277954	fix_pre	0		1.0	1.0	2.5	/experiments/knapen_aot/videos/S_ILSVRC2015_train_00682009.mp4	0.0	148.36821508407593	0.009521007537841797
3	5.184653997421265	response	0	2		1.0	2.5	/experiments/knapen_aot/videos/S_ILSVRC2015_train_00682009.mp4	0.0	148.36991596221924	
3	5.192474126815796	movie	1		301.0	1.0	2.5	/experiments/knapen_aot/videos/S_ILSVRC2015_train_00682009.mp4	0.0	148.37773609161377	2.507204055786133
3	7.699678182601929	fix_post	2		12.0	1.0	2.5	/experiments/knapen_aot/videos/S_ILSVRC2015_train_00682009.mp4	0.0	150.8849401473999	0.09988880157470703
4	7.799566984176636	fix_pre	0		7.0	2.0	2.5	/experiments/knapen_aot/videos/S_yt-b29VtKvlnWE_430.mp4	0.0	150.9848289489746	0.05945396423339844
4	7.849694013595581	response	0	2		2.0	2.5	/experiments/knapen_aot/videos/S_yt-b29VtKvlnWE_430.mp4	0.0	151.03495597839355	
4	7.859020948410034	movie	1		301.0	2.0	2.5	/experiments/knapen_aot/videos/S_yt-b29VtKvlnWE_430.mp4	0.0	151.044282913208	2.507338047027588
4	10.366358995437622	fix_post	2		11.0	2.0	2.5	/experiments/knapen_aot/videos/S_yt-b29VtKvlnWE_430.mp4	0.0	153.5516209602356	0.09154915809631348
4	10.449769020080566	response	2	2		2.0	2.5	/experiments/knapen_aot/videos/S_yt-b29VtKvlnWE_430.mp4	0.0	153.63503098487854	
5	10.457908153533936	fix_pre	0		44.0	3.0	2.5	/experiments/knapen_aot/videos/S_yt-3DM_SqT4RII_10.mp4	0.0	153.6431701183319	0.36666083335876465
5	10.816303014755249	response	0	2		3.0	2.5	/experiments/knapen_aot/videos/S_yt-3DM_SqT4RII_10.mp4	0.0	154.00156497955322	
5	10.8245689868927	movie	1		301.0	3.0	2.5	/experiments/knapen_aot/videos/S_yt-3DM_SqT4RII_10.mp4	0.0	154.00983095169067	2.508296012878418
5	13.332864999771118	fix_post	2		12.0	3.0	2.5	/experiments/knapen_aot/videos/S_yt-3DM_SqT4RII_10.mp4	0.0	156.5181269645691	0.10005712509155273
5	13.424710035324097	response	2	2		3.0	2.5	/experiments/knapen_aot/videos/S_yt-3DM_SqT4RII_10.mp4	0.0	156.60997200012207	
6	13.432922124862671	fix_pre	0		49.0	4.0	2.5	/experiments/knapen_aot/videos/R_S_I003_C015_SDR_2K_AVC.mp4	0.0	156.61818408966064	0.40827083587646484
6	13.832986116409302	response	0	2		4.0	2.5	/experiments/knapen_aot/videos/R_S_I003_C015_SDR_2K_AVC.mp4	0.0	157.01824808120728	
6	13.841192960739136	movie	1		171.0	4.0	2.5	/experiments/knapen_aot/videos/R_S_I003_C015_SDR_2K_AVC.mp4	0.0	157.0264549255371	2.5083701610565186
6	16.349563121795654	fix_post	2		12.0	4.0	2.5	/experiments/knapen_aot/videos/R_S_I003_C015_SDR_2K_AVC.mp4	0.0	159.53482508659363	0.10013484954833984
7	16.449697971343994	fix_pre	0		4.0	5.0	2.5	/experiments/knapen_aot/videos/S_yt-2V2tq9-O_Nc_1669.mp4	0.0	159.63495993614197	0.034240007400512695
7	16.474749088287354	response	0	2		5.0	2.5	/experiments/knapen_aot/videos/S_yt-2V2tq9-O_Nc_1669.mp4	0.0	159.66001105308533	
7	16.483937978744507	movie	1		301.0	5.0	2.5	/experiments/knapen_aot/videos/S_yt-2V2tq9-O_Nc_1669.mp4	0.0	159.66919994354248	2.507242202758789
7	18.991180181503296	fix_post	2		12.0	5.0	2.5	/experiments/knapen_aot/videos/S_yt-2V2tq9-O_Nc_1669.mp4	0.0	162.17644214630127	0.10000896453857422
8	19.09118914604187	fix_pre	0		17.0	6.0	2.5	blank	1.0	162.27645111083984	0.14168000221252441
8	19.224709033966064	response	0	2		6.0	2.5	blank	1.0	162.40997099876404	
8	19.232869148254395	movie	1		301.0	6.0	2.5	blank	1.0	162.41813111305237	2.5083470344543457
8	21.74121618270874	fix_post	2		12.0	6.0	2.5	blank	1.0	164.9264781475067	0.09997892379760742
9	21.841195106506348	fix_pre	0		38.0	7.0	2.5	/experiments/knapen_aot/videos/R_S_pexels-c-technical-6753390_2.mp4	0.0	165.02645707130432	0.3166229724884033
9	22.1496479511261	response	0	2		7.0	2.5	/experiments/knapen_aot/videos/R_S_pexels-c-technical-6753390_2.mp4	0.0	165.33490991592407	
9	22.15781807899475	movie	1		197.0	7.0	2.5	/experiments/knapen_aot/videos/R_S_pexels-c-technical-6753390_2.mp4	0.0	165.34308004379272	2.5083720684051514
9	24.666190147399902	fix_post	2		12.0	7.0	2.5	/experiments/knapen_aot/videos/R_S_pexels-c-technical-6753390_2.mp4	0.0	167.85145211219788	0.09999680519104004
10	24.766186952590942	fix_pre	0		29.0	8.0	2.5	/experiments/knapen_aot/videos/R_S_pexels-anthony-shkraba-7569650.mp4	0.0	167.95144891738892	0.24166202545166016
10	24.999608039855957	response	0	2		8.0	2.5	/experiments/knapen_aot/videos/R_S_pexels-anthony-shkraba-7569650.mp4	0.0	168.18487000465393	
10	25.007848978042603	movie	1		206.0	8.0	2.5	/experiments/knapen_aot/videos/R_S_pexels-anthony-shkraba-7569650.mp4	0.0	168.19311094284058	2.508352041244507
10	27.51620101928711	fix_post	2		12.0	8.0	2.5	/experiments/knapen_aot/videos/R_S_pexels-anthony-shkraba-7569650.mp4	0.0	170.70146298408508	0.10001301765441895
11	27.61621403694153	fix_pre	0		14.0	9.0	2.5	/experiments/knapen_aot/videos/S_comp_A351_C001_v06_SDR_PS_20180725_SDR_2K_AVC.mp4	0.0	170.8014760017395	0.1175849437713623
11	27.724809169769287	response	0	2		9.0	2.5	/experiments/knapen_aot/videos/S_comp_A351_C001_v06_SDR_PS_20180725_SDR_2K_AVC.mp4	0.0	170.91007113456726	
11	27.73379898071289	movie	1		163.0	9.0	2.5	/experiments/knapen_aot/videos/S_comp_A351_C001_v06_SDR_PS_20180725_SDR_2K_AVC.mp4	0.0	170.91906094551086	2.5074050426483154
11	30.241204023361206	fix_post	2		12.0	9.0	2.5	/experiments/knapen_aot/videos/S_comp_A351_C001_v06_SDR_PS_20180725_SDR_2K_AVC.mp4	0.0	173.42646598815918	0.09995293617248535
12	30.34115695953369	fix_pre	0		1.0	10.0	2.5	/experiments/knapen_aot/videos/R_S_yt-BDCyXL5e9S4_223.mp4	0.0	173.52641892433167	0.010806083679199219
12	30.34283709526062	response	0	2		10.0	2.5	/experiments/knapen_aot/videos/R_S_yt-BDCyXL5e9S4_223.mp4	0.0	173.5280990600586	
12	30.35196304321289	movie	1		301.0	10.0	2.5	/experiments/knapen_aot/videos/R_S_yt-BDCyXL5e9S4_223.mp4	0.0	173.53722500801086	2.5058510303497314
12	32.85781407356262	fix_post	2		12.0	10.0	2.5	/experiments/knapen_aot/videos/R_S_yt-BDCyXL5e9S4_223.mp4	0.0	176.0430760383606	0.099945068359375
13	32.957759141922	fix_pre	0		13.0	11.0	2.5	/experiments/knapen_aot/videos/S_pexels-mart-production-7698911_1.mp4	0.0	176.14302110671997	0.10933494567871094
13	33.05792713165283	response	0	2		11.0	2.5	/experiments/knapen_aot/videos/S_pexels-mart-production-7698911_1.mp4	0.0	176.2431890964508	
13	33.06709408760071	movie	1		200.0	11.0	2.5	/experiments/knapen_aot/videos/S_pexels-mart-production-7698911_1.mp4	0.0	176.25235605239868	2.5073800086975098
13	35.57447409629822	fix_post	2		12.0	11.0	2.5	/experiments/knapen_aot/videos/S_pexels-mart-production-7698911_1.mp4	0.0	178.7597360610962	0.09996294975280762
14	35.674437046051025	fix_pre	0		3.0	12.0	2.5	/experiments/knapen_aot/videos/S_yt-7VVzNnp36DM_78.mp4	0.0	178.859699010849	0.02511000633239746
14	35.69123411178589	response	0	2		12.0	2.5	/experiments/knapen_aot/videos/S_yt-7VVzNnp36DM_78.mp4	0.0	178.87649607658386	
14	35.69954705238342	movie	1		301.0	12.0	2.5	/experiments/knapen_aot/videos/S_yt-7VVzNnp36DM_78.mp4	0.0	178.8848090171814	2.5083611011505127
14	38.207908153533936	fix_post	2		12.0	12.0	2.5	/experiments/knapen_aot/videos/S_yt-7VVzNnp36DM_78.mp4	0.0	181.3931701183319	0.0998849868774414
15	38.30779314041138	fix_pre	0		24.0	13.0	2.5	/experiments/knapen_aot/videos/S_ahJft-G235A_122.mp4	0.0	181.49305510520935	0.19997382164001465
15	38.49962115287781	response	0	2		13.0	2.5	/experiments/knapen_aot/videos/S_ahJft-G235A_122.mp4	0.0	181.68488311767578	
15	38.50776696205139	movie	1		301.0	13.0	2.5	/experiments/knapen_aot/videos/S_ahJft-G235A_122.mp4	0.0	181.69302892684937	2.50832200050354
15	41.01608896255493	fix_post	2		12.0	13.0	2.5	/experiments/knapen_aot/videos/S_ahJft-G235A_122.mp4	0.0	184.2013509273529	0.09995102882385254
16	41.116039991378784	fix_pre	0		21.0	14.0	2.5	blank	1.0	184.30130195617676	0.17510414123535156
16	41.282907009124756	response	0	2		14.0	2.5	blank	1.0	184.46816897392273	
16	41.291144132614136	movie	1		301.0	14.0	2.5	blank	1.0	184.4764060974121	2.5085229873657227
16	43.79966711997986	fix_post	2		12.0	14.0	2.5	blank	1.0	186.98492908477783	0.10085797309875488
17	43.90052509307861	fix_pre	0		40.0	15.0	2.5	/experiments/knapen_aot/videos/S_pexels-ron-lach-8071987.mp4	0.0	187.0857870578766	0.3331410884857178
17	44.224518060684204	response	0	2		15.0	2.5	/experiments/knapen_aot/videos/S_pexels-ron-lach-8071987.mp4	0.0	187.40978002548218	
17	44.23366618156433	movie	1		189.0	15.0	2.5	/experiments/knapen_aot/videos/S_pexels-ron-lach-8071987.mp4	0.0	187.4189281463623	2.5074238777160645
17	46.741090059280396	fix_post	2		12.0	15.0	2.5	/experiments/knapen_aot/videos/S_pexels-ron-lach-8071987.mp4	0.0	189.92635202407837	0.09998297691345215
18	46.84107303619385	fix_pre	0		33.0	16.0	2.5	/experiments/knapen_aot/videos/R_S_yt-H-qQ0oE1kwM_6.mp4	0.0	190.02633500099182	0.27492809295654297
18	47.10787296295166	response	0	2		16.0	2.5	/experiments/knapen_aot/videos/R_S_yt-H-qQ0oE1kwM_6.mp4	0.0	190.29313492774963	
18	47.11600112915039	movie	1		301.0	16.0	2.5	/experiments/knapen_aot/videos/R_S_yt-H-qQ0oE1kwM_6.mp4	0.0	190.30126309394836	2.5084068775177
18	49.62440800666809	fix_post	2		12.0	16.0	2.5	/experiments/knapen_aot/videos/R_S_yt-H-qQ0oE1kwM_6.mp4	0.0	192.80966997146606	0.09996914863586426
19	49.724377155303955	fix_pre	0		16.0	17.0	2.5	/experiments/knapen_aot/videos/S_ILSVRC2015_train_00743002.mp4	0.0	192.90963912010193	0.13424992561340332
19	49.841938972473145	response	0	2		17.0	2.5	/experiments/knapen_aot/videos/S_ILSVRC2015_train_00743002.mp4	0.0	193.02720093727112	
19	49.85862708091736	movie	1		301.0	17.0	2.5	/experiments/knapen_aot/videos/S_ILSVRC2015_train_00743002.mp4	0.0	193.04388904571533	2.5074729919433594
19	52.36610007286072	fix_post	2		12.0	17.0	2.5	/experiments/knapen_aot/videos/S_ILSVRC2015_train_00743002.mp4	0.0	195.5513620376587	0.09998297691345215
20	52.46608304977417	fix_pre	0		22.0	18.0	2.5	/experiments/knapen_aot/videos/R_S_production_ID_5199636.mp4	0.0	195.65134501457214	0.18421411514282227
20	52.64118814468384	response	0	2		18.0	2.5	/experiments/knapen_aot/videos/R_S_production_ID_5199636.mp4	0.0	195.8264501094818	
20	52.65029716491699	movie	1		168.0	18.0	2.5	/experiments/knapen_aot/videos/R_S_production_ID_5199636.mp4	0.0	195.83555912971497	2.507459878921509
20	55.1577570438385	fix_post	2		12.0	18.0	2.5	/experiments/knapen_aot/videos/R_S_production_ID_5199636.mp4	0.0	198.34301900863647	0.09991598129272461
20	55.241146087646484	response	2	2		18.0	2.5	/experiments/knapen_aot/videos/R_S_production_ID_5199636.mp4	0.0	198.42640805244446	
21	55.257673025131226	fix_pre	0		49.0	19.0	2.5	/experiments/knapen_aot/videos/R_S_ILSVRC2015_train_00745000.mp4	0.0	198.4429349899292	0.40830492973327637
21	55.657708168029785	response	0	2		19.0	2.5	/experiments/knapen_aot/videos/R_S_ILSVRC2015_train_00745000.mp4	0.0	198.84297013282776	
21	55.6659779548645	movie	1		301.0	19.0	2.5	/experiments/knapen_aot/videos/R_S_ILSVRC2015_train_00745000.mp4	0.0	198.85123991966248	2.508424997329712
21	58.174402952194214	fix_post	2		12.0	19.0	2.5	/experiments/knapen_aot/videos/R_S_ILSVRC2015_train_00745000.mp4	0.0	201.3596649169922	0.09998011589050293
22	58.27438306808472	fix_pre	0		13.0	20.0	2.5	/experiments/knapen_aot/videos/S_video_inspire_florida_miami_brickell_sunset_00036.1080-h264.mp4	0.0	201.4596450328827	0.10830402374267578
22	58.37453508377075	response	0	2		20.0	2.5	/experiments/knapen_aot/videos/S_video_inspire_florida_miami_brickell_sunset_00036.1080-h264.mp4	0.0	201.55979704856873	
22	58.38268709182739	movie	1		166.0	20.0	2.5	/experiments/knapen_aot/videos/S_video_inspire_florida_miami_brickell_sunset_00036.1080-h264.mp4	0.0	201.56794905662537	2.5082950592041016
22	60.890982151031494	fix_post	2		12.0	20.0	2.5	/experiments/knapen_aot/videos/S_video_inspire_florida_miami_brickell_sunset_00036.1080-h264.mp4	0.0	204.07624411582947	0.10000300407409668
23	60.99098515510559	fix_pre	0		11.0	21.0	2.5	blank	1.0	204.17624711990356	0.09166383743286133
23	61.066816091537476	response	0	2		21.0	2.5	blank	1.0	204.25207805633545	
23	61.08264899253845	movie	1		301.0	21.0	2.5	blank	1.0	204.26791095733643	2.5084421634674072
23	63.59109115600586	fix_post	2		12.0	21.0	2.5	blank	1.0	206.77635312080383	0.1007239818572998
24	63.69181513786316	fix_pre	0		24.0	22.0	2.5	/experiments/knapen_aot/videos/R_S_yt-EKPrSw5xF7k_112.mp4	0.0	206.87707710266113	0.19911503791809082
24	63.875240087509155	response	0	2		22.0	2.5	/experiments/knapen_aot/videos/R_S_yt-EKPrSw5xF7k_112.mp4	0.0	207.06050205230713	
24	63.89093017578125	movie	1		301.0	22.0	2.5	/experiments/knapen_aot/videos/R_S_yt-EKPrSw5xF7k_112.mp4	0.0	207.07619214057922	2.5083868503570557
24	66.3993170261383	fix_post	2		12.0	22.0	2.5	/experiments/knapen_aot/videos/R_S_yt-EKPrSw5xF7k_112.mp4	0.0	209.58457899093628	0.10009098052978516
25	66.49940800666809	fix_pre	0		24.0	23.0	2.5	/experiments/knapen_aot/videos/R_S_yt-E8EDQCPbBeI_196.mp4	0.0	209.68466997146606	0.19982695579528809
25	66.6910810470581	response	0	2		23.0	2.5	/experiments/knapen_aot/videos/R_S_yt-E8EDQCPbBeI_196.mp4	0.0	209.87634301185608	
25	66.69923496246338	movie	1		301.0	23.0	2.5	/experiments/knapen_aot/videos/R_S_yt-E8EDQCPbBeI_196.mp4	0.0	209.88449692726135	2.5083420276641846
25	69.20757699012756	fix_post	2		12.0	23.0	2.5	/experiments/knapen_aot/videos/R_S_yt-E8EDQCPbBeI_196.mp4	0.0	212.39283895492554	0.10001301765441895
26	69.30759000778198	fix_pre	0		17.0	24.0	2.5	/experiments/knapen_aot/videos/R_S_ILSVRC2015_train_00457000.mp4	0.0	212.49285197257996	0.14173197746276855
26	69.44109010696411	response	0	2		24.0	2.5	/experiments/knapen_aot/videos/R_S_ILSVRC2015_train_00457000.mp4	0.0	212.62635207176208	
