trial_nr	onset	event_type	phase	response	nr_frames	movie_index	movie_duration	movie_file	blank	onset_abs	duration
0	0.15764999389648438	stim	0		48					23.852301120758057	0.3999760150909424
0	0.5494928359985352	response	0	space						24.244143962860107	
1	0.5576260089874268	stim	0		4805					24.252277135849	40.04151201248169
1	40.593108892440796	pulse	0	t						64.28776001930237	
1	40.599138021469116	stim	1		1717					64.29378914833069	14.308207988739014
1	42.19064784049988	pulse	1	t						65.88529896736145	
1	43.790935039520264	pulse	1	t						67.48558616638184	
1	45.39105701446533	pulse	1	t						69.0857081413269	
1	46.990952014923096	pulse	1	t						70.68560314178467	
1	48.59097099304199	pulse	1	t						72.28562211990356	
1	50.1908700466156	pulse	1	t						73.88552117347717	
1	51.79088592529297	pulse	1	t						75.48553705215454	
1	53.39089894294739	pulse	1	t						77.08555006980896	
2	54.90734601020813	fix_pre	0		11	0.0	2.5	/experiments/aot/S_yt-Gc1p5CnDbDY_22.mp4	0.0	78.6019971370697	0.09170293807983398
2	54.99080300331116	pulse	0	t		0.0	2.5	/experiments/aot/S_yt-Gc1p5CnDbDY_22.mp4	0.0	78.68545413017273	
2	54.999048948287964	movie	1		293	0.0	2.5	/experiments/aot/S_yt-Gc1p5CnDbDY_22.mp4	0.0	78.69370007514954	2.508305072784424
2	56.590883016586304	pulse	1	t		0.0	2.5	/experiments/aot/S_yt-Gc1p5CnDbDY_22.mp4	0.0	80.28553414344788	
2	57.50735402107239	fix_post	2		12	0.0	2.5	/experiments/aot/S_yt-Gc1p5CnDbDY_22.mp4	0.0	81.20200514793396	0.09998583793640137
3	57.60733985900879	fix_pre	0		120	1.0	2.5	/experiments/aot/S_yt-tQ-hgwTcMqU_43.mp4	0.0	81.30199098587036	1.0000109672546387
3	58.19092893600464	pulse	0	t		1.0	2.5	/experiments/aot/S_yt-tQ-hgwTcMqU_43.mp4	0.0	81.88558006286621	
3	58.60735082626343	movie	1		300	1.0	2.5	/experiments/aot/S_yt-tQ-hgwTcMqU_43.mp4	0.0	82.302001953125	2.4999871253967285
3	59.79079294204712	pulse	1	t		1.0	2.5	/experiments/aot/S_yt-tQ-hgwTcMqU_43.mp4	0.0	83.48544406890869	
3	61.107337951660156	fix_post	2		12	1.0	2.5	/experiments/aot/S_yt-tQ-hgwTcMqU_43.mp4	0.0	84.80198907852173	0.09998607635498047
4	61.20732402801514	fix_pre	0		120	2.0	2.5	/experiments/aot/S_SPNvf6JCjGw_123.mp4	0.0	84.90197515487671	1.000121831893921
4	61.39091396331787	pulse	0	t		2.0	2.5	/experiments/aot/S_SPNvf6JCjGw_123.mp4	0.0	85.08556509017944	
4	62.20744585990906	movie	1		299	2.0	2.5	/experiments/aot/S_SPNvf6JCjGw_123.mp4	0.0	85.90209698677063	2.5000040531158447
4	62.99083995819092	pulse	1	t		2.0	2.5	/experiments/aot/S_SPNvf6JCjGw_123.mp4	0.0	86.68549108505249	
4	64.5909788608551	pulse	1	t		2.0	2.5	/experiments/aot/S_SPNvf6JCjGw_123.mp4	0.0	88.28562998771667	
4	64.7074499130249	fix_post	2		12	2.0	2.5	/experiments/aot/S_SPNvf6JCjGw_123.mp4	0.0	88.40210103988647	0.09995412826538086
5	64.80740404129028	fix_pre	0		120	3.0	2.5	/experiments/aot/R_S_ILSVRC2015_train_00584001.mp4	0.0	88.50205516815186	0.9999067783355713
