trial_nr	onset	event_type	phase	response	nr_frames	picture_index	picture_file	onset_abs	duration
0	0.21389007568359375	stim	0		1009			143.8651909828186	8.458415031433105
0	8.622441053390503	response	0	space				152.2737419605255	
2	8.6723051071167	picture	0		103	0.0	/experiments/knapen_AOT/AOT_stimuli/pictures/0101_fw.png	152.3236060142517	0.933499813079834
2	9.522439002990723	response	0	k		0.0	/experiments/knapen_AOT/AOT_stimuli/pictures/0101_fw.png	153.17373991012573	
3	9.605804920196533	picture	0		200	1.0	/experiments/knapen_AOT/AOT_stimuli/pictures/1960_fw.png	153.25710582733154	1.7622931003570557
3	11.264227151870728	response	0	k		1.0	/experiments/knapen_AOT/AOT_stimuli/pictures/1960_fw.png	154.91552805900574	
4	11.368098020553589	picture	0		97	2.0	/experiments/knapen_AOT/AOT_stimuli/pictures/1249_fw.png	155.0193989276886	0.8334140777587891
4	12.164165019989014	response	0	j		2.0	/experiments/knapen_AOT/AOT_stimuli/pictures/1249_fw.png	155.81546592712402	
5	12.201512098312378	picture	0		109	3.0	/experiments/knapen_AOT/AOT_stimuli/pictures/0013_fw.png	155.8528130054474	0.9306850433349609
5	13.097592115402222	response	0	k		3.0	/experiments/knapen_AOT/AOT_stimuli/pictures/0013_fw.png	156.74889302253723	
6	13.132197141647339	picture	0		227	4.0	/experiments/knapen_AOT/AOT_stimuli/pictures/1900_fw.png	156.78349804878235	1.9790318012237549
6	15.014349937438965	response	0	k		4.0	/experiments/knapen_AOT/AOT_stimuli/pictures/1900_fw.png	158.66565084457397	
7	15.111228942871094	picture	0		97	5.0	/experiments/knapen_AOT/AOT_stimuli/pictures/0015_fw.png	158.7625298500061	0.8472650051116943
7	15.914185047149658	response	0	k		5.0	/experiments/knapen_AOT/AOT_stimuli/pictures/0015_fw.png	159.56548595428467	
8	15.958493947982788	picture	0		102	6.0	/experiments/knapen_AOT/AOT_stimuli/pictures/0842_fw.png	159.6097948551178	0.8749721050262451
8	16.79072403907776	response	0	j		6.0	/experiments/knapen_AOT/AOT_stimuli/pictures/0842_fw.png	160.44202494621277	
9	16.833466053009033	picture	0		98	7.0	/experiments/knapen_AOT/AOT_stimuli/pictures/1345_fw.png	160.48476696014404	0.8403720855712891
9	17.63929295539856	response	0	j		7.0	/experiments/knapen_AOT/AOT_stimuli/pictures/1345_fw.png	161.29059386253357	
10	17.673838138580322	picture	0		97	8.0	/experiments/knapen_AOT/AOT_stimuli/pictures/0520_fw.png	161.32513904571533	0.8333868980407715
10	18.472617149353027	response	0	j		8.0	/experiments/knapen_AOT/AOT_stimuli/pictures/0520_fw.png	162.12391805648804	
11	18.507225036621094	picture	0		159	9.0	/experiments/knapen_AOT/AOT_stimuli/pictures/0885_fw.png	162.1585259437561	1.5207180976867676
11	19.82260298728943	response	0	k		9.0	/experiments/knapen_AOT/AOT_stimuli/pictures/0885_fw.png	163.47390389442444	
12	20.02794313430786	picture	0		107	10.0	/experiments/knapen_AOT/AOT_stimuli/pictures/0078_fw.png	163.67924404144287	0.9236958026885986
12	20.914273977279663	response	0	k		10.0	/experiments/knapen_AOT/AOT_stimuli/pictures/0078_fw.png	164.56557488441467	
13	20.95163893699646	picture	0		141	11.0	/experiments/knapen_AOT/AOT_stimuli/pictures/0450_fw.png	164.60293984413147	1.3680381774902344
13	22.114306926727295	response	0	k		11.0	/experiments/knapen_AOT/AOT_stimuli/pictures/0450_fw.png	165.7656078338623	
14	22.319677114486694	picture	0		313	12.0	/experiments/knapen_AOT/AOT_stimuli/pictures/0209_fw.png	165.9709780216217	2.6387789249420166
14	24.922703981399536	response	0	j		12.0	/experiments/knapen_AOT/AOT_stimuli/pictures/0209_fw.png	168.57400488853455	
15	24.95845603942871	picture	0		91	13.0	/experiments/knapen_AOT/AOT_stimuli/pictures/1537_fw.png	168.60975694656372	0.7918350696563721
15	25.70605206489563	response	0	j		13.0	/experiments/knapen_AOT/AOT_stimuli/pictures/1537_fw.png	169.35735297203064	
16	25.750291109085083	picture	0		192	14.0	/experiments/knapen_AOT/AOT_stimuli/pictures/1946_fw.png	169.4015920162201	1.6222898960113525
16	27.33947515487671	response	0	k		14.0	/experiments/knapen_AOT/AOT_stimuli/pictures/1946_fw.png	170.99077606201172	
17	27.372581005096436	picture	0		225	15.0	/experiments/knapen_AOT/AOT_stimuli/pictures/0331_fw.png	171.02388191223145	1.900010108947754
17	29.23948097229004	response	0	j		15.0	/experiments/knapen_AOT/AOT_stimuli/pictures/0331_fw.png	172.89078187942505	
18	29.27259111404419	picture	0		97	16.0	/experiments/knapen_AOT/AOT_stimuli/pictures/0303_fw.png	172.9238920211792	0.8387930393218994
18	30.072731971740723	response	0	j		16.0	/experiments/knapen_AOT/AOT_stimuli/pictures/0303_fw.png	173.72403287887573	
19	30.11138415336609	picture	0		221	17.0	/experiments/knapen_AOT/AOT_stimuli/pictures/2090_fw.png	173.7626850605011	1.98624587059021
19	31.947788953781128	response	0	k		17.0	/experiments/knapen_AOT/AOT_stimuli/pictures/2090_fw.png	175.59908986091614	
20	32.0976300239563	picture	0		166	18.0	/experiments/knapen_AOT/AOT_stimuli/pictures/0444_fw.png	175.7489309310913	1.4096550941467285
20	33.4727680683136	response	0	j		18.0	/experiments/knapen_AOT/AOT_stimuli/pictures/0444_fw.png	177.1240689754486	
21	33.50728511810303	picture	0		129	19.0	/experiments/knapen_AOT/AOT_stimuli/pictures/1774_fw.png	177.15858602523804	1.104123830795288
21	34.57276391983032	response	0	j		19.0	/experiments/knapen_AOT/AOT_stimuli/pictures/1774_fw.png	178.22406482696533	
22	34.611408948898315	picture	0		194	20.0	/experiments/knapen_AOT/AOT_stimuli/pictures/2104_fw.png	178.26270985603333	1.8696391582489014
22	36.22295308113098	response	0	k		20.0	/experiments/knapen_AOT/AOT_stimuli/pictures/2104_fw.png	179.874253988266	
23	36.48104810714722	picture	0		89	21.0	/experiments/knapen_AOT/AOT_stimuli/pictures/1846_fw.png	180.13234901428223	0.8942790031433105
23	37.214592933654785	response	0	j		21.0	/experiments/knapen_AOT/AOT_stimuli/pictures/1846_fw.png	180.8658938407898	
