,0
/experiments/Knapen_AOT/AOT_stimuli/pictures/0556_fw.png,k
/experiments/Knapen_AOT/AOT_stimuli/pictures/0507_fw.png,k
/experiments/Knapen_AOT/AOT_stimuli/pictures/1651_fw.png,j
/experiments/Knapen_AOT/AOT_stimuli/pictures/0410_fw.png,j
/experiments/Knapen_AOT/AOT_stimuli/pictures/0957_fw.png,k
/experiments/Knapen_AOT/AOT_stimuli/pictures/1463_fw.png,j
/experiments/Knapen_AOT/AOT_stimuli/pictures/0842_fw.png,j
/experiments/Knapen_AOT/AOT_stimuli/pictures/0502_fw.png,k
/experiments/Knapen_AOT/AOT_stimuli/pictures/2074_fw.png,k
/experiments/Knapen_AOT/AOT_stimuli/pictures/1615_fw.png,k
/experiments/Knapen_AOT/AOT_stimuli/pictures/0013_fw.png,k
/experiments/Knapen_AOT/AOT_stimuli/pictures/0340_fw.png,k
/experiments/Knapen_AOT/AOT_stimuli/pictures/0923_fw.png,k
/experiments/Knapen_AOT/AOT_stimuli/pictures/0182_fw.png,j
/experiments/Knapen_AOT/AOT_stimuli/pictures/2058_fw.png,j
/experiments/Knapen_AOT/AOT_stimuli/pictures/1340_fw.png,j
/experiments/Knapen_AOT/AOT_stimuli/pictures/0921_fw.png,j
/experiments/Knapen_AOT/AOT_stimuli/pictures/1155_fw.png,j
/experiments/Knapen_AOT/AOT_stimuli/pictures/0874_fw.png,j
/experiments/Knapen_AOT/AOT_stimuli/pictures/1053_fw.png,j
/experiments/Knapen_AOT/AOT_stimuli/pictures/2023_fw.png,k
/experiments/Knapen_AOT/AOT_stimuli/pictures/1822_fw.png,k
/experiments/Knapen_AOT/AOT_stimuli/pictures/0489_fw.png,j
/experiments/Knapen_AOT/AOT_stimuli/pictures/1494_fw.png,j
/experiments/Knapen_AOT/AOT_stimuli/pictures/1038_fw.png,k
/experiments/Knapen_AOT/AOT_stimuli/pictures/0569_fw.png,k
/experiments/Knapen_AOT/AOT_stimuli/pictures/0951_fw.png,k
/experiments/Knapen_AOT/AOT_stimuli/pictures/1657_fw.png,k
/experiments/Knapen_AOT/AOT_stimuli/pictures/0924_fw.png,k
/experiments/Knapen_AOT/AOT_stimuli/pictures/1875_fw.png,j
/experiments/Knapen_AOT/AOT_stimuli/pictures/0492_fw.png,j
/experiments/Knapen_AOT/AOT_stimuli/pictures/0896_fw.png,k
/experiments/Knapen_AOT/AOT_stimuli/pictures/1853_fw.png,k
/experiments/Knapen_AOT/AOT_stimuli/pictures/0109_fw.png,k
/experiments/Knapen_AOT/AOT_stimuli/pictures/1964_fw.png,k
/experiments/Knapen_AOT/AOT_stimuli/pictures/1021_fw.png,k
/experiments/Knapen_AOT/AOT_stimuli/pictures/1193_fw.png,j
/experiments/Knapen_AOT/AOT_stimuli/pictures/0181_fw.png,k
/experiments/Knapen_AOT/AOT_stimuli/pictures/0398_fw.png,j
/experiments/Knapen_AOT/AOT_stimuli/pictures/2077_fw.png,j
/experiments/Knapen_AOT/AOT_stimuli/pictures/1481_fw.png,k
/experiments/Knapen_AOT/AOT_stimuli/pictures/0136_fw.png,j
/experiments/Knapen_AOT/AOT_stimuli/pictures/2014_fw.png,j
/experiments/Knapen_AOT/AOT_stimuli/pictures/1765_fw.png,k
/experiments/Knapen_AOT/AOT_stimuli/pictures/1322_fw.png,k
/experiments/Knapen_AOT/AOT_stimuli/pictures/2003_fw.png,k
/experiments/Knapen_AOT/AOT_stimuli/pictures/1311_fw.png,j
/experiments/Knapen_AOT/AOT_stimuli/pictures/1282_fw.png,j
/experiments/Knapen_AOT/AOT_stimuli/pictures/1162_fw.png,j
/experiments/Knapen_AOT/AOT_stimuli/pictures/1492_fw.png,k
/experiments/Knapen_AOT/AOT_stimuli/pictures/0512_fw.png,j
/experiments/Knapen_AOT/AOT_stimuli/pictures/2165_fw.png,j
/experiments/Knapen_AOT/AOT_stimuli/pictures/2083_fw.png,j
/experiments/Knapen_AOT/AOT_stimuli/pictures/2103_fw.png,k
/experiments/Knapen_AOT/AOT_stimuli/pictures/0879_fw.png,k
/experiments/Knapen_AOT/AOT_stimuli/pictures/1270_fw.png,j
/experiments/Knapen_AOT/AOT_stimuli/pictures/0583_fw.png,k
/experiments/Knapen_AOT/AOT_stimuli/pictures/0268_fw.png,k
/experiments/Knapen_AOT/AOT_stimuli/pictures/2096_fw.png,j
/experiments/Knapen_AOT/AOT_stimuli/pictures/0466_fw.png,k
/experiments/Knapen_AOT/AOT_stimuli/pictures/0734_fw.png,k
/experiments/Knapen_AOT/AOT_stimuli/pictures/2026_fw.png,j
/experiments/Knapen_AOT/AOT_stimuli/pictures/1372_fw.png,k
/experiments/Knapen_AOT/AOT_stimuli/pictures/1329_fw.png,k
/experiments/Knapen_AOT/AOT_stimuli/pictures/0244_fw.png,k
/experiments/Knapen_AOT/AOT_stimuli/pictures/1939_fw.png,k
/experiments/Knapen_AOT/AOT_stimuli/pictures/0783_fw.png,k
/experiments/Knapen_AOT/AOT_stimuli/pictures/0019_fw.png,j
/experiments/Knapen_AOT/AOT_stimuli/pictures/1393_fw.png,k
/experiments/Knapen_AOT/AOT_stimuli/pictures/2107_fw.png,j
/experiments/Knapen_AOT/AOT_stimuli/pictures/1387_fw.png,k
/experiments/Knapen_AOT/AOT_stimuli/pictures/0098_fw.png,k
/experiments/Knapen_AOT/AOT_stimuli/pictures/1789_fw.png,j
/experiments/Knapen_AOT/AOT_stimuli/pictures/1797_fw.png,k
/experiments/Knapen_AOT/AOT_stimuli/pictures/1582_fw.png,j
/experiments/Knapen_AOT/AOT_stimuli/pictures/0954_fw.png,k
/experiments/Knapen_AOT/AOT_stimuli/pictures/1847_fw.png,k
/experiments/Knapen_AOT/AOT_stimuli/pictures/0454_fw.png,k
/experiments/Knapen_AOT/AOT_stimuli/pictures/1829_fw.png,k
/experiments/Knapen_AOT/AOT_stimuli/pictures/1254_fw.png,j
/experiments/Knapen_AOT/AOT_stimuli/pictures/1745_fw.png,j
/experiments/Knapen_AOT/AOT_stimuli/pictures/2032_fw.png,k
/experiments/Knapen_AOT/AOT_stimuli/pictures/1518_fw.png,k
/experiments/Knapen_AOT/AOT_stimuli/pictures/1734_fw.png,k
/experiments/Knapen_AOT/AOT_stimuli/pictures/1940_fw.png,j
/experiments/Knapen_AOT/AOT_stimuli/pictures/0939_fw.png,j
/experiments/Knapen_AOT/AOT_stimuli/pictures/1991_fw.png,k
/experiments/Knapen_AOT/AOT_stimuli/pictures/0873_fw.png,j
/experiments/Knapen_AOT/AOT_stimuli/pictures/1432_fw.png,k
/experiments/Knapen_AOT/AOT_stimuli/pictures/0835_fw.png,j
/experiments/Knapen_AOT/AOT_stimuli/pictures/1689_fw.png,k
/experiments/Knapen_AOT/AOT_stimuli/pictures/0334_fw.png,j
/experiments/Knapen_AOT/AOT_stimuli/pictures/2051_fw.png,k
/experiments/Knapen_AOT/AOT_stimuli/pictures/1677_fw.png,k
/experiments/Knapen_AOT/AOT_stimuli/pictures/1430_fw.png,j
/experiments/Knapen_AOT/AOT_stimuli/pictures/0671_fw.png,j
/experiments/Knapen_AOT/AOT_stimuli/pictures/1726_fw.png,j
/experiments/Knapen_AOT/AOT_stimuli/pictures/0234_fw.png,k
/experiments/Knapen_AOT/AOT_stimuli/pictures/1190_fw.png,j
/experiments/Knapen_AOT/AOT_stimuli/pictures/1811_fw.png,j
/experiments/Knapen_AOT/AOT_stimuli/pictures/0605_fw.png,j
/experiments/Knapen_AOT/AOT_stimuli/pictures/0963_fw.png,k
/experiments/Knapen_AOT/AOT_stimuli/pictures/0546_fw.png,k
/experiments/Knapen_AOT/AOT_stimuli/pictures/1693_fw.png,k
/experiments/Knapen_AOT/AOT_stimuli/pictures/1467_fw.png,k
/experiments/Knapen_AOT/AOT_stimuli/pictures/1364_fw.png,k
/experiments/Knapen_AOT/AOT_stimuli/pictures/0053_fw.png,k
/experiments/Knapen_AOT/AOT_stimuli/pictures/0722_fw.png,j
/experiments/Knapen_AOT/AOT_stimuli/pictures/0965_fw.png,k
/experiments/Knapen_AOT/AOT_stimuli/pictures/1007_fw.png,k
/experiments/Knapen_AOT/AOT_stimuli/pictures/0445_fw.png,k
/experiments/Knapen_AOT/AOT_stimuli/pictures/1233_fw.png,k
/experiments/Knapen_AOT/AOT_stimuli/pictures/0980_fw.png,j
/experiments/Knapen_AOT/AOT_stimuli/pictures/1755_fw.png,j
/experiments/Knapen_AOT/AOT_stimuli/pictures/0336_fw.png,j
/experiments/Knapen_AOT/AOT_stimuli/pictures/1632_fw.png,j
/experiments/Knapen_AOT/AOT_stimuli/pictures/1575_fw.png,k
/experiments/Knapen_AOT/AOT_stimuli/pictures/0711_fw.png,k
/experiments/Knapen_AOT/AOT_stimuli/pictures/0981_fw.png,k
/experiments/Knapen_AOT/AOT_stimuli/pictures/0649_fw.png,j
/experiments/Knapen_AOT/AOT_stimuli/pictures/1442_fw.png,k
/experiments/Knapen_AOT/AOT_stimuli/pictures/0601_fw.png,j
/experiments/Knapen_AOT/AOT_stimuli/pictures/1850_fw.png,j
/experiments/Knapen_AOT/AOT_stimuli/pictures/1431_fw.png,k
/experiments/Knapen_AOT/AOT_stimuli/pictures/0034_fw.png,k
/experiments/Knapen_AOT/AOT_stimuli/pictures/0631_fw.png,j
/experiments/Knapen_AOT/AOT_stimuli/pictures/1278_fw.png,j
/experiments/Knapen_AOT/AOT_stimuli/pictures/0898_fw.png,j
/experiments/Knapen_AOT/AOT_stimuli/pictures/2075_fw.png,j
/experiments/Knapen_AOT/AOT_stimuli/pictures/2002_fw.png,k
/experiments/Knapen_AOT/AOT_stimuli/pictures/1474_fw.png,k
/experiments/Knapen_AOT/AOT_stimuli/pictures/1312_fw.png,k
/experiments/Knapen_AOT/AOT_stimuli/pictures/0309_fw.png,j
/experiments/Knapen_AOT/AOT_stimuli/pictures/1663_fw.png,k
/experiments/Knapen_AOT/AOT_stimuli/pictures/0563_fw.png,j
/experiments/Knapen_AOT/AOT_stimuli/pictures/1022_fw.png,j
/experiments/Knapen_AOT/AOT_stimuli/pictures/1572_fw.png,j
/experiments/Knapen_AOT/AOT_stimuli/pictures/0699_fw.png,k
/experiments/Knapen_AOT/AOT_stimuli/pictures/0553_fw.png,j
/experiments/Knapen_AOT/AOT_stimuli/pictures/1457_fw.png,j
/experiments/Knapen_AOT/AOT_stimuli/pictures/0085_fw.png,j
/experiments/Knapen_AOT/AOT_stimuli/pictures/1659_fw.png,j
/experiments/Knapen_AOT/AOT_stimuli/pictures/0867_fw.png,k
/experiments/Knapen_AOT/AOT_stimuli/pictures/0749_fw.png,j
/experiments/Knapen_AOT/AOT_stimuli/pictures/1411_fw.png,k
/experiments/Knapen_AOT/AOT_stimuli/pictures/1944_fw.png,k
/experiments/Knapen_AOT/AOT_stimuli/pictures/1887_fw.png,k
/experiments/Knapen_AOT/AOT_stimuli/pictures/1551_fw.png,k
/experiments/Knapen_AOT/AOT_stimuli/pictures/0747_fw.png,k
/experiments/Knapen_AOT/AOT_stimuli/pictures/0534_fw.png,k
/experiments/Knapen_AOT/AOT_stimuli/pictures/1365_fw.png,k
/experiments/Knapen_AOT/AOT_stimuli/pictures/2178_fw.png,k
/experiments/Knapen_AOT/AOT_stimuli/pictures/1798_fw.png,k
/experiments/Knapen_AOT/AOT_stimuli/pictures/1201_fw.png,k
/experiments/Knapen_AOT/AOT_stimuli/pictures/0994_fw.png,j
/experiments/Knapen_AOT/AOT_stimuli/pictures/0636_fw.png,j
/experiments/Knapen_AOT/AOT_stimuli/pictures/1837_fw.png,k
/experiments/Knapen_AOT/AOT_stimuli/pictures/0352_fw.png,j
/experiments/Knapen_AOT/AOT_stimuli/pictures/2164_fw.png,k
/experiments/Knapen_AOT/AOT_stimuli/pictures/0971_fw.png,k
/experiments/Knapen_AOT/AOT_stimuli/pictures/1168_fw.png,k
/experiments/Knapen_AOT/AOT_stimuli/pictures/1670_fw.png,k
/experiments/Knapen_AOT/AOT_stimuli/pictures/1994_fw.png,k
/experiments/Knapen_AOT/AOT_stimuli/pictures/1560_fw.png,j
/experiments/Knapen_AOT/AOT_stimuli/pictures/0672_fw.png,k
/experiments/Knapen_AOT/AOT_stimuli/pictures/0604_fw.png,j
/experiments/Knapen_AOT/AOT_stimuli/pictures/1174_fw.png,j
/experiments/Knapen_AOT/AOT_stimuli/pictures/0274_fw.png,k
/experiments/Knapen_AOT/AOT_stimuli/pictures/1434_fw.png,k
/experiments/Knapen_AOT/AOT_stimuli/pictures/0451_fw.png,k
/experiments/Knapen_AOT/AOT_stimuli/pictures/0438_fw.png,k
/experiments/Knapen_AOT/AOT_stimuli/pictures/0595_fw.png,k
/experiments/Knapen_AOT/AOT_stimuli/pictures/0914_fw.png,j
/experiments/Knapen_AOT/AOT_stimuli/pictures/1094_fw.png,k
/experiments/Knapen_AOT/AOT_stimuli/pictures/1355_fw.png,j
/experiments/Knapen_AOT/AOT_stimuli/pictures/1702_fw.png,k
