2157_fw	N
1454_fw	Y
1302_fw	Y
2016_fw	Y
1887_fw	N
1359_fw	N
0679_fw	Y
0056_fw	N
0654_fw	N
0796_fw	N
1922_fw	N
0091_fw	Y
1349_fw	Y
0921_fw	Y
1979_fw	Y
0597_fw	Y
0169_fw	Y
0813_fw	Y
1445_fw	Y
1137_fw	N
0061_fw	Y
1571_fw	N
0613_fw	Y
0622_fw	N
0325_fw	N
1046_fw	N
2102_fw	Y
1933_fw	N
1030_fw	N
1770_fw	N
1067_fw	Y
1687_fw	Y
1991_fw	Y
0055_fw	Y
1223_fw	N
0812_fw	Y
2149_fw	N
0782_fw	Y
0195_fw	N
1619_fw	Y
0311_fw	Y
0966_fw	Y
0702_fw	N
2150_fw	N
0858_fw	Y
1662_fw	Y
0932_fw	N
1504_fw	N
0028_fw	N
0013_fw	N
0423_fw	Y
0548_fw	Y
0751_fw	N
1045_fw	N
0411_fw	Y
0614_fw	N
1651_fw	N
0317_fw	Y
1169_fw	Y
1961_fw	Y
0127_fw	N
2158_fw	N
2179_fw	N
0934_fw	N
0805_fw	N
0839_fw	Y
1699_fw	Y
1330_fw	N
1862_fw	Y
1547_fw	N
1333_fw	N
1585_fw	Y
1533_fw	Y
1189_fw	N
1455_fw	Y
0224_fw	Y
2121_fw	N
1928_fw	Y
1718_fw	Y
1723_fw	N
0797_fw	N
1463_fw	N
0451_fw	Y
0364_fw	Y
0228_fw	N
1188_fw	Y
0429_fw	Y
0528_fw	N
0842_fw	Y
1690_fw	N
1673_fw	Y
0697_fw	N
0894_fw	Y
1368_fw	Y
1258_fw	Y
1289_fw	Y
1378_fw	N
1523_fw	N
0991_fw	Y
0274_fw	N
1558_fw	N
1902_fw	Y
1168_fw	Y
1620_fw	Y
0216_fw	N
1912_fw	N
0072_fw	Y
0513_fw	N
2101_fw	N
1778_fw	N
0341_fw	N
2109_fw	Y
0590_fw	Y
1762_fw	Y
0758_fw	N
0031_fw	N
0402_fw	Y
0190_fw	N
1554_fw	Y
1867_fw	Y
0327_fw	Y
1574_fw	Y
1350_fw	Y
0421_fw	Y
1430_fw	Y
1917_fw	Y
2035_fw	N
0863_fw	N
1592_fw	Y
2060_fw	N
1465_fw	N
0457_fw	N
1105_fw	Y
1460_fw	N
1999_fw	N
2090_fw	Y
1243_fw	N
2135_fw	N
0435_fw	Y
1228_fw	N
2085_fw	N
0712_fw	N
0507_fw	N
1256_fw	Y
0823_fw	Y
2175_fw	Y
1275_fw	N
1561_fw	N
0114_fw	N
0946_fw	Y
0818_fw	N
1676_fw	Y
2105_fw	Y
2006_fw	Y
0640_fw	N
2051_fw	N
2056_fw	Y
1505_fw	N
0442_fw	N
1369_fw	Y
0780_fw	Y
0956_fw	Y
0026_fw	Y
0002_fw	N
1938_fw	N
1658_fw	Y
2140_fw	N
1373_fw	N
1869_fw	N
0912_fw	Y
1088_fw	Y
0480_fw	N
1828_fw	N
0685_fw	Y
1482_fw	N
1342_fw	Y
1767_fw	Y
2093_fw	N
1471_fw	N
1834_fw	N
