1013_fw	Y
0451_fw	N
0627_fw	Y
0620_fw	N
2066_fw	N
1768_fw	Y
0122_fw	N
0108_fw	Y
0893_fw	Y
0840_fw	N
1669_fw	Y
1857_fw	Y
0080_fw	N
1594_fw	N
0319_fw	Y
0412_fw	Y
0481_fw	Y
0761_fw	N
0767_fw	N
0167_fw	N
0873_fw	Y
1580_fw	N
1999_fw	Y
1665_fw	N
0577_fw	Y
1064_fw	Y
1998_fw	Y
0050_fw	Y
1479_fw	Y
2084_fw	N
1518_fw	Y
1844_fw	Y
1287_fw	N
1624_fw	N
1260_fw	Y
1914_fw	Y
0411_fw	Y
2132_fw	N
1690_fw	N
0374_fw	N
0541_fw	Y
0168_fw	N
1898_fw	Y
2115_fw	N
1459_fw	N
1525_fw	N
0834_fw	N
0931_fw	Y
0193_fw	Y
1433_fw	N
0457_fw	N
1135_fw	N
1489_fw	N
1375_fw	Y
1331_fw	Y
0086_fw	Y
0378_fw	N
0676_fw	N
0146_fw	N
0640_fw	Y
0972_fw	Y
0775_fw	N
0032_fw	N
0019_fw	Y
2116_fw	Y
1137_fw	N
1841_fw	Y
0414_fw	Y
1095_fw	N
1240_fw	Y
1417_fw	Y
1265_fw	N
2013_fw	Y
2058_fw	Y
1876_fw	N
0925_fw	Y
0635_fw	N
0638_fw	Y
0416_fw	N
1608_fw	Y
0485_fw	N
0331_fw	N
0430_fw	N
0617_fw	N
2128_fw	Y
1238_fw	N
1145_fw	Y
1469_fw	N
0382_fw	Y
0625_fw	N
0660_fw	N
1655_fw	N
0820_fw	N
0324_fw	Y
1959_fw	N
1394_fw	N
0219_fw	Y
0999_fw	Y
0596_fw	Y
0425_fw	Y
0409_fw	Y
0848_fw	Y
1856_fw	Y
0500_fw	N
1724_fw	Y
0429_fw	N
1719_fw	Y
0137_fw	N
0981_fw	Y
1419_fw	N
1128_fw	Y
0662_fw	N
1405_fw	N
0623_fw	N
0609_fw	N
1647_fw	N
0059_fw	N
0707_fw	N
1296_fw	Y
0643_fw	N
1160_fw	Y
1903_fw	N
0992_fw	N
0752_fw	Y
1382_fw	N
1548_fw	Y
1236_fw	N
0894_fw	Y
1487_fw	Y
1660_fw	Y
1031_fw	N
0941_fw	Y
1715_fw	Y
1138_fw	N
1742_fw	N
1760_fw	Y
0261_fw	N
1446_fw	Y
0152_fw	N
0270_fw	Y
1731_fw	N
1832_fw	N
1816_fw	Y
0781_fw	Y
1035_fw	N
1113_fw	Y
1772_fw	Y
1636_fw	Y
1097_fw	N
0776_fw	N
0212_fw	N
2068_fw	N
1540_fw	Y
0576_fw	N
0605_fw	Y
1930_fw	Y
0347_fw	Y
0179_fw	Y
1556_fw	Y
0293_fw	N
1614_fw	N
2151_fw	Y
1144_fw	N
0036_fw	Y
0831_fw	Y
1944_fw	N
2042_fw	N
1837_fw	Y
0912_fw	N
0573_fw	Y
0126_fw	Y
1427_fw	Y
1027_fw	N
1495_fw	N
1796_fw	Y
1397_fw	Y
0377_fw	N
1020_fw	N
1011_fw	Y
0350_fw	N
