trial_nr	onset	event_type	phase	response	nr_frames	movie_index	movie_duration	movie_file	blank	onset_abs	duration
0	0.2083439826965332	stim	0		544					182.39638805389404	4.5332350730896
0	4.733582019805908	response	0	space						186.92162609100342	
1	4.741579055786133	fix_pre	0		121	0.0	2.5	/experiments/knapen_AOT/aot_oldvideos/S_yt-loe3Rqs8TEM_46.mp4	0.0	186.92962312698364	1.0132670402526855
1	5.754846096038818	movie	1		280	0.0	2.5	/experiments/knapen_AOT/aot_oldvideos/S_yt-loe3Rqs8TEM_46.mp4	0.0	187.94289016723633	2.4951109886169434
1	8.249957084655762	fix_post	2		12	0.0	2.5	/experiments/knapen_AOT/aot_oldvideos/S_yt-loe3Rqs8TEM_46.mp4	0.0	190.43800115585327	0.1000070571899414
2	8.349964141845703	fix_pre	0		120	1.0	2.5	/experiments/knapen_AOT/aot_oldvideos/S_yt-Z_irN6cNiD4_148.mp4	0.0	190.5380082130432	0.9999768733978271
2	9.34994101524353	movie	1		293	1.0	2.5	/experiments/knapen_AOT/aot_oldvideos/S_yt-Z_irN6cNiD4_148.mp4	0.0	191.53798508644104	2.500044107437134
2	11.849985122680664	fix_post	2		12	1.0	2.5	/experiments/knapen_AOT/aot_oldvideos/S_yt-Z_irN6cNiD4_148.mp4	0.0	194.03802919387817	0.10007596015930176
3	11.950061082839966	fix_pre	0		120	2.0	2.5	/experiments/knapen_AOT/aot_oldvideos/S_yt-t9sowxGR_s4_1.mp4	0.0	194.13810515403748	0.9999260902404785
3	12.949987173080444	movie	1		296	2.0	2.5	/experiments/knapen_AOT/aot_oldvideos/S_yt-t9sowxGR_s4_1.mp4	0.0	195.13803124427795	2.50002384185791
3	15.450011014938354	fix_post	2		12	2.0	2.5	/experiments/knapen_AOT/aot_oldvideos/S_yt-t9sowxGR_s4_1.mp4	0.0	197.63805508613586	0.10000109672546387
4	15.550012111663818	fix_pre	0		120	3.0	2.5	/experiments/knapen_AOT/aot_oldvideos/S_yt-6_SgWsPne7M_11.mp4	0.0	197.73805618286133	1.000053882598877
4	16.550065994262695	movie	1		289	3.0	2.5	/experiments/knapen_AOT/aot_oldvideos/S_yt-6_SgWsPne7M_11.mp4	0.0	198.7381100654602	2.499986171722412
