trial_nr	onset	event_type	phase	response	nr_frames	movie_index	movie_duration	movie_file	blank	onset_abs	duration
0	0.141646146774292	stim	0		223					64.20301818847656	1.8583123683929443
0	1.9919888973236084	response	0	space						66.05336093902588	
1	1.9999585151672363	fix_pre	0		121	0.0	2.5	/experiments/knapen_AOT/aot_oldvideos/S_yt-loe3Rqs8TEM_46.mp4	0.0	66.0613305568695	1.0167429447174072
1	3.0167014598846436	movie	1		288	0.0	2.5	/experiments/knapen_AOT/aot_oldvideos/S_yt-loe3Rqs8TEM_46.mp4	0.0	67.07807350158691	2.4917595386505127
1	5.508460998535156	fix_post	2		12	0.0	2.5	/experiments/knapen_AOT/aot_oldvideos/S_yt-loe3Rqs8TEM_46.mp4	0.0	69.56983304023743	0.09987711906433105
2	5.608338117599487	fix_pre	0		120	1.0	2.5	/experiments/knapen_AOT/aot_oldvideos/S_yt-Z_irN6cNiD4_148.mp4	0.0	69.66971015930176	1.0016038417816162
2	6.6099419593811035	movie	1		289	1.0	2.5	/experiments/knapen_AOT/aot_oldvideos/S_yt-Z_irN6cNiD4_148.mp4	0.0	70.67131400108337	2.4984376430511475
2	9.108379602432251	fix_post	2		12	1.0	2.5	/experiments/knapen_AOT/aot_oldvideos/S_yt-Z_irN6cNiD4_148.mp4	0.0	73.16975164413452	0.10002565383911133
3	9.208405256271362	fix_pre	0		120	2.0	2.5	/experiments/knapen_AOT/aot_oldvideos/S_yt-t9sowxGR_s4_1.mp4	0.0	73.26977729797363	1.0000152587890625
3	10.208420515060425	movie	1		284	2.0	2.5	/experiments/knapen_AOT/aot_oldvideos/S_yt-t9sowxGR_s4_1.mp4	0.0	74.2697925567627	2.499999523162842
3	12.708420038223267	fix_post	2		12	2.0	2.5	/experiments/knapen_AOT/aot_oldvideos/S_yt-t9sowxGR_s4_1.mp4	0.0	76.76979207992554	0.10007429122924805
4	12.808494329452515	fix_pre	0		120	3.0	2.5	/experiments/knapen_AOT/aot_oldvideos/S_yt-6_SgWsPne7M_11.mp4	0.0	76.86986637115479	1.0029089450836182
4	13.811403274536133	movie	1		287	3.0	2.5	/experiments/knapen_AOT/aot_oldvideos/S_yt-6_SgWsPne7M_11.mp4	0.0	77.8727753162384	2.497060537338257
4	16.30846381187439	fix_post	2		12	3.0	2.5	/experiments/knapen_AOT/aot_oldvideos/S_yt-6_SgWsPne7M_11.mp4	0.0	80.36983585357666	0.10021162033081055
5	16.4086754322052	fix_pre	0		120	4.0	2.5	/experiments/knapen_AOT/aot_oldvideos/S_yt-n12iRXTksXA_65.mp4	0.0	80.47004747390747	0.9999732971191406
5	17.40864872932434	movie	1		283	4.0	2.5	/experiments/knapen_AOT/aot_oldvideos/S_yt-n12iRXTksXA_65.mp4	0.0	81.47002077102661	2.4930548667907715
5	19.901703596115112	fix_post	2		13	4.0	2.5	/experiments/knapen_AOT/aot_oldvideos/S_yt-n12iRXTksXA_65.mp4	0.0	83.96307563781738	0.10682153701782227
6	20.008525133132935	fix_pre	0		120	5.0	2.5	blank	1.0	84.0698971748352	1.0000243186950684
6	21.008549451828003	movie	1		300	5.0	2.5	blank	1.0	85.06992149353027	2.500216245651245
6	23.508765697479248	fix_post	2		12	5.0	2.5	blank	1.0	87.57013773918152	0.09979867935180664
7	23.608564376831055	fix_pre	0		120	6.0	2.5	/experiments/knapen_AOT/aot_oldvideos/S_yt-S6N5FyjSFZE_4.mp4	0.0	87.66993641853333	1.001513957977295
7	24.61007833480835	movie	1		288	6.0	2.5	/experiments/knapen_AOT/aot_oldvideos/S_yt-S6N5FyjSFZE_4.mp4	0.0	88.67145037651062	2.4985287189483643
7	27.108607053756714	fix_post	2		12	6.0	2.5	/experiments/knapen_AOT/aot_oldvideos/S_yt-S6N5FyjSFZE_4.mp4	0.0	91.16997909545898	0.10002851486206055
8	27.208635568618774	fix_pre	0		120	7.0	2.5	/experiments/knapen_AOT/aot_oldvideos/S_yt-sZBe-xmTySc_8.mp4	0.0	91.27000761032104	0.9999847412109375
8	28.208620309829712	movie	1		292	7.0	2.5	/experiments/knapen_AOT/aot_oldvideos/S_yt-sZBe-xmTySc_8.mp4	0.0	92.26999235153198	2.5000319480895996
8	30.70865225791931	fix_post	2		12	7.0	2.5	/experiments/knapen_AOT/aot_oldvideos/S_yt-sZBe-xmTySc_8.mp4	0.0	94.77002429962158	0.09999942779541016
9	30.80865168571472	fix_pre	0		120	8.0	2.5	/experiments/knapen_AOT/aot_oldvideos/S_yt-qHUewJuLW4o_19.mp4	0.0	94.87002372741699	1.0028889179229736
9	31.811540603637695	movie	1		287	8.0	2.5	/experiments/knapen_AOT/aot_oldvideos/S_yt-qHUewJuLW4o_19.mp4	0.0	95.87291264533997	2.497152328491211
9	34.308692932128906	fix_post	2		12	8.0	2.5	/experiments/knapen_AOT/aot_oldvideos/S_yt-qHUewJuLW4o_19.mp4	0.0	98.37006497383118	0.10008025169372559
10	34.40877318382263	fix_pre	0		120	9.0	2.5	/experiments/knapen_AOT/aot_oldvideos/S_yt-YZO4_2yJLWE_1447.mp4	0.0	98.4701452255249	0.9999890327453613
10	35.40876221656799	movie	1		287	9.0	2.5	/experiments/knapen_AOT/aot_oldvideos/S_yt-YZO4_2yJLWE_1447.mp4	0.0	99.47013425827026	2.5001380443573
10	37.90890026092529	fix_post	2		12	9.0	2.5	/experiments/knapen_AOT/aot_oldvideos/S_yt-YZO4_2yJLWE_1447.mp4	0.0	101.97027230262756	0.0998842716217041
11	38.008784532547	fix_pre	0		120	10.0	2.5	blank	1.0	102.07015657424927	0.9999682903289795
11	39.00875282287598	movie	1		300	10.0	2.5	blank	1.0	103.07012486457825	2.5000219345092773
11	41.508774757385254	fix_post	2		12	10.0	2.5	blank	1.0	105.57014679908752	0.1001744270324707
12	41.608949184417725	fix_pre	0		120	11.0	2.5	/experiments/knapen_AOT/aot_oldvideos/S_yt-GpVFUM8K0yE_68.mp4	0.0	105.67032122612	1.0012784004211426
12	42.61022758483887	movie	1		291	11.0	2.5	/experiments/knapen_AOT/aot_oldvideos/S_yt-GpVFUM8K0yE_68.mp4	0.0	106.67159962654114	2.498595714569092
12	45.10882329940796	fix_post	2		12	11.0	2.5	/experiments/knapen_AOT/aot_oldvideos/S_yt-GpVFUM8K0yE_68.mp4	0.0	109.17019534111023	0.10004281997680664
13	45.208866119384766	fix_pre	0		120	12.0	2.5	/experiments/knapen_AOT/aot_oldvideos/S_yt-Hs5HF3mTQ7A_9.mp4	0.0	109.27023816108704	1.005544900894165
13	46.21441102027893	movie	1		282	12.0	2.5	/experiments/knapen_AOT/aot_oldvideos/S_yt-Hs5HF3mTQ7A_9.mp4	0.0	110.2757830619812	2.486156702041626
13	48.70056772232056	fix_post	2		13	12.0	2.5	/experiments/knapen_AOT/aot_oldvideos/S_yt-Hs5HF3mTQ7A_9.mp4	0.0	112.76193976402283	0.10836529731750488
14	48.80893301963806	fix_pre	0		120	13.0	2.5	/experiments/knapen_AOT/aot_oldvideos/S_yt-ZmoUDsP2y40_8.mp4	0.0	112.87030506134033	1.0027217864990234
14	49.811654806137085	movie	1		285	13.0	2.5	/experiments/knapen_AOT/aot_oldvideos/S_yt-ZmoUDsP2y40_8.mp4	0.0	113.87302684783936	2.4930684566497803
14	52.304723262786865	fix_post	2		13	13.0	2.5	/experiments/knapen_AOT/aot_oldvideos/S_yt-ZmoUDsP2y40_8.mp4	0.0	116.36609530448914	0.10421085357666016
15	52.408934116363525	fix_pre	0		120	14.0	2.5	blank	1.0	116.4703061580658	1.000002384185791
15	53.408936500549316	movie	1		300	14.0	2.5	blank	1.0	117.47030854225159	2.50019907951355
15	55.909135580062866	fix_post	2		12	14.0	2.5	blank	1.0	119.97050762176514	0.099822998046875
16	56.00895857810974	fix_pre	0		120	15.0	2.5	blank	1.0	120.07033061981201	1.0000288486480713
16	57.00898742675781	movie	1		300	15.0	2.5	blank	1.0	121.07035946846008	2.5000104904174805
16	59.50899791717529	fix_post	2		12	15.0	2.5	blank	1.0	123.57036995887756	0.10000205039978027
17	59.60899996757507	fix_pre	0		120	16.0	2.5	/experiments/knapen_AOT/aot_oldvideos/S_yt-H2y1th4WaWU_51.mp4	0.0	123.67037200927734	1.0013389587402344
17	60.61033892631531	movie	1		295	16.0	2.5	/experiments/knapen_AOT/aot_oldvideos/S_yt-H2y1th4WaWU_51.mp4	0.0	124.67171096801758	2.49869966506958
17	63.10903859138489	fix_post	2		12	16.0	2.5	/experiments/knapen_AOT/aot_oldvideos/S_yt-H2y1th4WaWU_51.mp4	0.0	127.17041063308716	0.10005044937133789
18	63.209089040756226	fix_pre	0		120	17.0	2.5	/experiments/knapen_AOT/aot_oldvideos/S_production_ID_4820331.mp4	0.0	127.2704610824585	1.0124311447143555
