trial_nr	onset	event_type	phase	response	nr_frames	picture_index	picture_file	onset_abs	duration
0	0.011491060256958008	stim	0		1977.0			33.753013134002686	16.488867044448853
0	16.483906984329224	response	0	space				50.22542905807495	
2	16.50035810470581	picture	0		257.0	0.0	/home/egter/Projects/stimuli/pictures/n01496331_34544.JPEG	50.24188017845154	2.1443779468536377
2	18.633819103240967	response	0	k		0.0	/home/egter/Projects/stimuli/pictures/n01496331_34544.JPEG	52.375341176986694	
3	18.64473605155945	picture	0		180.0	1.0	/home/egter/Projects/stimuli/pictures/R_S_yt-DmlSN7mzczI_62.png	52.386258125305176	1.499783992767334
3	20.126899003982544	response	0	j		1.0	/home/egter/Projects/stimuli/pictures/R_S_yt-DmlSN7mzczI_62.png	53.86842107772827	
4	20.144520044326782	picture	0		89.0	2.0	/home/egter/Projects/stimuli/pictures/R_S_S005_C015_SDR_2K_AVC.png	53.88604211807251	0.7430779933929443
4	20.875370979309082	response	0	j		2.0	/home/egter/Projects/stimuli/pictures/R_S_S005_C015_SDR_2K_AVC.png	54.61689305305481	
5	20.887598037719727	picture	0		90.0	3.0	/home/egter/Projects/stimuli/pictures/R_S_yt-a0axt7n0GuQ_19.png	54.629120111465454	0.7500030994415283
5	21.6253821849823	response	0	j		3.0	/home/egter/Projects/stimuli/pictures/R_S_yt-a0axt7n0GuQ_19.png	55.36690425872803	
6	21.637601137161255	picture	0		90.0	4.0	/home/egter/Projects/stimuli/pictures/n02279972_36722.JPEG	55.37912321090698	0.7499690055847168
6	22.37540316581726	response	0	k		4.0	/home/egter/Projects/stimuli/pictures/n02279972_36722.JPEG	56.11692523956299	
7	22.38757014274597	picture	0		101.0	5.0	/home/egter/Projects/stimuli/pictures/n04418357_25661.JPEG	56.1290922164917	0.8402299880981445
7	23.217074155807495	response	0	k		5.0	/home/egter/Projects/stimuli/pictures/n04418357_25661.JPEG	56.95859622955322	
8	23.227800130844116	picture	0		90.0	6.0	/home/egter/Projects/stimuli/pictures/n04346328_7408.JPEG	56.969322204589844	0.7500159740447998
8	23.967064142227173	response	0	k		6.0	/home/egter/Projects/stimuli/pictures/n04346328_7408.JPEG	57.7085862159729	
9	23.977816104888916	picture	0		94.0	7.0	/home/egter/Projects/stimuli/pictures/S_yt-xNITUMXoU0g_9.png	57.719338178634644	0.7847330570220947
9	24.750405073165894	response	0	j		7.0	/home/egter/Projects/stimuli/pictures/S_yt-xNITUMXoU0g_9.png	58.49192714691162	
10	24.76254916191101	picture	0		120.0	8.0	/home/egter/Projects/stimuli/pictures/R_S_yt-bQRBtP9zkms_111.png	58.50407123565674	0.9999778270721436
10	25.743553161621094	response	0	j		8.0	/home/egter/Projects/stimuli/pictures/R_S_yt-bQRBtP9zkms_111.png	59.48507523536682	
11	25.762526988983154	picture	0		140.0	9.0	/home/egter/Projects/stimuli/pictures/S_WO9z7lBUvOs_151.png	59.50404906272888	1.166680097579956
11	26.917081117630005	response	0	j		9.0	/home/egter/Projects/stimuli/pictures/S_WO9z7lBUvOs_151.png	60.65860319137573	
12	26.92920708656311	picture	0		132.0	10.0	/home/egter/Projects/stimuli/pictures/n02115913_3938.JPEG	60.67072916030884	1.097179889678955
12	28.017040014266968	response	0	k		10.0	/home/egter/Projects/stimuli/pictures/n02115913_3938.JPEG	61.758562088012695	
13	28.026386976242065	picture	0		111.0	11.0	/home/egter/Projects/stimuli/pictures/R_S_yt-EBuE7GbFw7U_180.png	61.76790904998779	0.9238719940185547
13	28.935250997543335	response	0	j		11.0	/home/egter/Projects/stimuli/pictures/R_S_yt-EBuE7GbFw7U_180.png	62.67677307128906	
14	28.95025897026062	picture	0		103.0	12.0	/home/egter/Projects/stimuli/pictures/S_ILSVRC2015_train_00451000.png	62.69178104400635	0.8608121871948242
14	29.80040717124939	response	0	j		12.0	/home/egter/Projects/stimuli/pictures/S_ILSVRC2015_train_00451000.png	63.54192924499512	
15	29.811071157455444	picture	0		128.0	13.0	/home/egter/Projects/stimuli/pictures/R_S_yt-wE0cEswyaaM_53.png	63.55259323120117	1.069523811340332
15	30.86706304550171	response	0	j		13.0	/home/egter/Projects/stimuli/pictures/R_S_yt-wE0cEswyaaM_53.png	64.60858511924744	
16	30.880594968795776	picture	0		188.0	14.0	/home/egter/Projects/stimuli/pictures/R_S_yt--C2DDZ7LOQA_95.png	64.6221170425415	1.569648027420044
16	32.442058086395264	response	0	k		14.0	/home/egter/Projects/stimuli/pictures/R_S_yt--C2DDZ7LOQA_95.png	66.18358016014099	
17	32.45024299621582	picture	0		100.0	15.0	/home/egter/Projects/stimuli/pictures/R_S_wc-_W9iefBXz8bi_23.png	66.19176506996155	0.8333151340484619
17	33.27536702156067	response	0	j		15.0	/home/egter/Projects/stimuli/pictures/R_S_wc-_W9iefBXz8bi_23.png	67.0168890953064	
18	33.28355813026428	picture	0		137.0	16.0	/home/egter/Projects/stimuli/pictures/n04389033_19081.JPEG	67.02508020401001	1.1456470489501953
18	34.41699695587158	response	0	k		16.0	/home/egter/Projects/stimuli/pictures/n04389033_19081.JPEG	68.15851902961731	
19	34.42920517921448	picture	0		100.0	17.0	/home/egter/Projects/stimuli/pictures/n02487347_9577.JPEG	68.1707272529602	0.8401639461517334
19	35.25866413116455	response	0	k		17.0	/home/egter/Projects/stimuli/pictures/n02487347_9577.JPEG	69.00018620491028	
20	35.26936912536621	picture	0		170.0	18.0	/home/egter/Projects/stimuli/pictures/R_S_yt-g_CLzrCYHoc_7.png	69.01089119911194	1.4166409969329834
20	36.67536115646362	response	0	k		18.0	/home/egter/Projects/stimuli/pictures/R_S_yt-g_CLzrCYHoc_7.png	70.41688323020935	
21	36.686010122299194	picture	0		127.0	19.0	/home/egter/Projects/stimuli/pictures/S_video_inspire_california_catalina_avalon_00053.png	70.42753219604492	1.0558829307556152
21	37.726885080337524	response	0	j		19.0	/home/egter/Projects/stimuli/pictures/S_video_inspire_california_catalina_avalon_00053.png	71.46840715408325	
22	37.74189305305481	picture	0		116.0	20.0	/home/egter/Projects/stimuli/pictures/R_S_yt-2lnxIdOTxog_157.png	71.48341512680054	0.9719619750976562
22	38.70031499862671	response	0	j		20.0	/home/egter/Projects/stimuli/pictures/R_S_yt-2lnxIdOTxog_157.png	72.44183707237244	
23	38.713855028152466	picture	0		99.0	21.0	/home/egter/Projects/stimuli/pictures/n06785654_17137.JPEG	72.4553771018982	0.83331298828125
23	39.52677011489868	response	0	k		21.0	/home/egter/Projects/stimuli/pictures/n06785654_17137.JPEG	73.26829218864441	
24	39.547168016433716	picture	0		122.0	22.0	/home/egter/Projects/stimuli/pictures/n09332890_44309.JPEG	73.28869009017944	1.0280461311340332
24	40.55869817733765	response	0	k		22.0	/home/egter/Projects/stimuli/pictures/n09332890_44309.JPEG	74.30022025108337	
25	40.57521414756775	picture	0		120.0	23.0	/home/egter/Projects/stimuli/pictures/ILSVRC2012_test_00064812.JPEG	74.31673622131348	1.0066628456115723
25	41.56698703765869	response	0	k		23.0	/home/egter/Projects/stimuli/pictures/ILSVRC2012_test_00064812.JPEG	75.30850911140442	
26	41.58187699317932	picture	0		103.0	24.0	/home/egter/Projects/stimuli/pictures/n03788195_12678.JPEG	75.32339906692505	0.8610761165618896
26	42.43364500999451	response	0	k		24.0	/home/egter/Projects/stimuli/pictures/n03788195_12678.JPEG	76.17516708374023	
27	42.44295310974121	picture	0		139.0	25.0	/home/egter/Projects/stimuli/pictures/S_yt-ChAhBD9LrsU_223.png	76.18447518348694	1.1596598625183105
27	43.59200716018677	response	0	k		25.0	/home/egter/Projects/stimuli/pictures/S_yt-ChAhBD9LrsU_223.png	77.3335292339325	
28	43.60261297225952	picture	0		161.0	26.0	/home/egter/Projects/stimuli/pictures/S_yt-2mjHDSH1Yvg_90.png	77.34413504600525	1.3402810096740723
28	44.926902055740356	response	0	k		26.0	/home/egter/Projects/stimuli/pictures/S_yt-2mjHDSH1Yvg_90.png	78.66842412948608	
29	44.942893981933594	picture	0		172.0	27.0	/home/egter/Projects/stimuli/pictures/R_S_production_ID_5182928.png	78.68441605567932	1.4377310276031494
29	46.36694407463074	response	0	j		27.0	/home/egter/Projects/stimuli/pictures/R_S_production_ID_5182928.png	80.10846614837646	
30	46.38062500953674	picture	0		113.0	28.0	/home/egter/Projects/stimuli/pictures/R_S_yt-UzWRbs9Syf4_7.png	80.12214708328247	0.9445650577545166
30	47.316956996917725	response	0	j		28.0	/home/egter/Projects/stimuli/pictures/R_S_yt-UzWRbs9Syf4_7.png	81.05847907066345	
31	47.32519006729126	picture	0		95.0	29.0	/home/egter/Projects/stimuli/pictures/S_yt-C0iWlRWU21o_5.png	81.06671214103699	0.7916440963745117
31	48.10863900184631	response	0	j		29.0	/home/egter/Projects/stimuli/pictures/S_yt-C0iWlRWU21o_5.png	81.85016107559204	
32	48.11683416366577	picture	0		155.0	30.0	/home/egter/Projects/stimuli/pictures/n04613696_9693.JPEG	81.8583562374115	1.29166579246521
32	49.400267124176025	response	0	k		30.0	/home/egter/Projects/stimuli/pictures/n04613696_9693.JPEG	83.14178919792175	
33	49.40849995613098	picture	0		111.0	31.0	/home/egter/Projects/stimuli/pictures/R_S_comp_A050_C004_1027V8_v16_SDR_FINAL_20180706_SDR_2K_AVC.png	83.15002202987671	0.9302401542663574
33	50.3252899646759	response	0	j		31.0	/home/egter/Projects/stimuli/pictures/R_S_comp_A050_C004_1027V8_v16_SDR_FINAL_20180706_SDR_2K_AVC.png	84.06681203842163	
