trial_nr	onset	event_type	phase	response	nr_frames	movie_index	movie_duration	movie_file	blank	onset_abs	duration
0	0.14986515045166016	stim	0		110					19.020576000213623	0.916632890701294
0	1.05857515335083	response	0	space						19.929286003112793	
1	1.066498041152954	stim	0		3241					19.937208890914917	27.008212089538574
1	28.07048010826111	pulse	0	t						46.94119095802307	
1	28.07471013069153	stim	1		1717					46.94542098045349	14.308281898498535
1	29.66663122177124	pulse	1	t						48.5373420715332	
1	31.266648054122925	pulse	1	t						50.13735890388489	
1	32.86646914482117	pulse	1	t						51.73717999458313	
1	34.466538190841675	pulse	1	t						53.33724904060364	
1	36.06653618812561	pulse	1	t						54.93724703788757	
1	37.66659712791443	pulse	1	t						56.53730797767639	
1	39.26650619506836	pulse	1	t						58.13721704483032	
1	40.866539001464844	pulse	1	t						59.73724985122681	
2	42.38299202919006	fix_pre	0		11	0.0	2.5	/experiments/aot_oldvideos/S_yt-O6FS0xnF0CU_106.mp4	0.0	61.253702878952026	0.09160518646240234
2	42.46651816368103	pulse	0	t		0.0	2.5	/experiments/aot_oldvideos/S_yt-O6FS0xnF0CU_106.mp4	0.0	61.33722901344299	
2	42.474597215652466	movie	1		297	0.0	2.5	/experiments/aot_oldvideos/S_yt-O6FS0xnF0CU_106.mp4	0.0	61.34530806541443	2.508543014526367
2	44.06650900840759	pulse	1	t		0.0	2.5	/experiments/aot_oldvideos/S_yt-O6FS0xnF0CU_106.mp4	0.0	62.937219858169556	
2	44.98314023017883	fix_post	2		12	0.0	2.5	/experiments/aot_oldvideos/S_yt-O6FS0xnF0CU_106.mp4	0.0	63.853851079940796	0.09990477561950684
3	45.08304500579834	fix_pre	0		120	1.0	2.5	/experiments/aot_oldvideos/S_yt-yQrDeFlFmfM_138.mp4	0.0	63.9537558555603	0.9999680519104004
3	45.666516065597534	pulse	0	t		1.0	2.5	/experiments/aot_oldvideos/S_yt-yQrDeFlFmfM_138.mp4	0.0	64.5372269153595	
3	46.08301305770874	movie	1		300	1.0	2.5	/experiments/aot_oldvideos/S_yt-yQrDeFlFmfM_138.mp4	0.0	64.9537239074707	2.500051975250244
3	47.266510009765625	pulse	1	t		1.0	2.5	/experiments/aot_oldvideos/S_yt-yQrDeFlFmfM_138.mp4	0.0	66.13722085952759	
3	48.583065032958984	fix_post	2		12	1.0	2.5	/experiments/aot_oldvideos/S_yt-yQrDeFlFmfM_138.mp4	0.0	67.45377588272095	0.09987211227416992
4	48.682937145233154	fix_pre	0		120	2.0	2.5	/experiments/aot_oldvideos/S_yt-PaxmJhMoP3w_87.mp4	0.0	67.55364799499512	1.0000550746917725
4	48.86646914482117	pulse	0	t		2.0	2.5	/experiments/aot_oldvideos/S_yt-PaxmJhMoP3w_87.mp4	0.0	67.73717999458313	
4	49.68299221992493	movie	1		299	2.0	2.5	/experiments/aot_oldvideos/S_yt-PaxmJhMoP3w_87.mp4	0.0	68.55370306968689	2.4999868869781494
4	50.46643805503845	pulse	1	t		2.0	2.5	/experiments/aot_oldvideos/S_yt-PaxmJhMoP3w_87.mp4	0.0	69.33714890480042	
4	52.06638312339783	pulse	1	t		2.0	2.5	/experiments/aot_oldvideos/S_yt-PaxmJhMoP3w_87.mp4	0.0	70.93709397315979	
4	52.182979106903076	fix_post	2		12	2.0	2.5	/experiments/aot_oldvideos/S_yt-PaxmJhMoP3w_87.mp4	0.0	71.05368995666504	0.10004591941833496
5	52.28302502632141	fix_pre	0		120	3.0	2.5	/experiments/aot_oldvideos/S_yt-QqSceHxY3d0_356.mp4	0.0	71.15373587608337	0.999993085861206
5	53.28301811218262	movie	1		300	3.0	2.5	/experiments/aot_oldvideos/S_yt-QqSceHxY3d0_356.mp4	0.0	72.15372896194458	2.4998700618743896
5	53.66646909713745	pulse	1	t		3.0	2.5	/experiments/aot_oldvideos/S_yt-QqSceHxY3d0_356.mp4	0.0	72.53717994689941	
5	55.2663311958313	pulse	1	t		3.0	2.5	/experiments/aot_oldvideos/S_yt-QqSceHxY3d0_356.mp4	0.0	74.13704204559326	
5	55.78288817405701	fix_post	2		12	3.0	2.5	/experiments/aot_oldvideos/S_yt-QqSceHxY3d0_356.mp4	0.0	74.65359902381897	0.10013103485107422
6	55.88301920890808	fix_pre	0		119	4.0	2.5	/experiments/aot_oldvideos/S_yt-Wr5vs_0Iypw_161.mp4	0.0	74.75373005867004	0.99161696434021
6	56.86646318435669	pulse	0	t		4.0	2.5	/experiments/aot_oldvideos/S_yt-Wr5vs_0Iypw_161.mp4	0.0	75.73717403411865	
6	56.87463617324829	movie	1		301	4.0	2.5	/experiments/aot_oldvideos/S_yt-Wr5vs_0Iypw_161.mp4	0.0	75.74534702301025	2.5083060264587402
6	58.4663770198822	pulse	1	t		4.0	2.5	/experiments/aot_oldvideos/S_yt-Wr5vs_0Iypw_161.mp4	0.0	77.33708786964417	
6	59.38294219970703	fix_post	2		12	4.0	2.5	/experiments/aot_oldvideos/S_yt-Wr5vs_0Iypw_161.mp4	0.0	78.253653049469	0.10005998611450195
7	59.48300218582153	fix_pre	0		120	5.0	2.5	/experiments/aot_oldvideos/S_yt-bwSRV1Vr21s_435.mp4	0.0	78.3537130355835	0.9998910427093506
7	60.066429138183594	pulse	0	t		5.0	2.5	/experiments/aot_oldvideos/S_yt-bwSRV1Vr21s_435.mp4	0.0	78.93713998794556	
7	60.482893228530884	movie	1		300	5.0	2.5	/experiments/aot_oldvideos/S_yt-bwSRV1Vr21s_435.mp4	0.0	79.35360407829285	2.500333786010742
7	61.66596817970276	pulse	1	t		5.0	2.5	/experiments/aot_oldvideos/S_yt-bwSRV1Vr21s_435.mp4	0.0	80.53667902946472	
